customer_id,age,gender,city,tenure_months,plan_type,ARPU,device_type,primary_site_id
5314,69,F,Semarang,17,Sakti 10GB,28380,Android Low-End,SITE_0744
5315,39,M,Depok,25,Halo Postpaid,70205,iOS Mid,SITE_0132
5316,19,M,Makassar,7,Sakti 10GB,25009,Android Mid,SITE_0959
5317,43,M,Bandung,72,Unlimited Lite,39146,Android Mid,SITE_0025
5318,30,F,Jakarta,8,Halo Postpaid,107320,Android Low-End,SITE_0889
5319,16,M,Makassar,5,Unlimited Lite,40147,Android Mid,SITE_0323
5320,18,F,Makassar,15,OMG 30GB,48333,Android Mid,SITE_1164
5321,29,M,Medan,15,OMG 30GB,40410,Android Mid,SITE_0640
5322,53,M,Surabaya,47,Unlimited Lite,43312,Android Mid,SITE_0485
5323,65,F,Tangerang,2,Combo Sakti 50GB,97487,Feature Phone,SITE_0103
5324,16,M,Makassar,8,Unlimited Lite,35694,Android Mid,SITE_0811
5325,53,M,Jakarta,51,Unlimited Lite,29323,Android Mid,SITE_0671
5326,53,M,Bekasi,35,Data Only 2GB,15781,Android Low-End,SITE_0473
5327,36,F,Yogyakarta,1,OMG 30GB,58615,Android Flagship,SITE_0418
5328,63,M,Depok,19,OMG 30GB,54480,Android Low-End,SITE_0670
5329,44,M,Makassar,7,Combo Sakti 50GB,58407,Android Low-End,SITE_0354
5330,20,F,Jakarta,107,Combo Sakti 50GB,70991,Android Mid,SITE_0993
5331,64,M,Yogyakarta,99,OMG 30GB,65318,iOS Mid,SITE_0856
5332,25,F,Semarang,63,Sakti 10GB,32605,Android Flagship,SITE_1111
5333,43,M,Medan,1,OMG 30GB,59196,iOS Flagship,SITE_0014
5334,36,M,Depok,57,OMG 30GB,50084,Feature Phone,SITE_0951
5335,65,F,Surabaya,10,Combo Sakti 50GB,110523,Android Low-End,SITE_0960
5336,22,F,Jakarta,25,Sakti 10GB,32452,Feature Phone,SITE_0571
5337,18,F,Depok,15,OMG 30GB,68741,Android Low-End,SITE_0419
5338,60,F,Bekasi,11,Halo Postpaid,156711,Android Flagship,SITE_0758
5339,62,M,Semarang,9,OMG 30GB,76239,Android Low-End,SITE_0241
5340,35,M,Bekasi,14,Combo Sakti 50GB,106190,Android Low-End,SITE_1049
5341,34,M,Medan,9,Sakti 10GB,30023,Android Mid,SITE_0175
5342,50,F,Bekasi,63,Unlimited Lite,31037,Android Low-End,SITE_0966
5343,19,F,Bandung,14,Sakti 10GB,21636,Android Mid,SITE_0408
5344,20,F,Depok,70,Combo Sakti 50GB,75498,Android Mid,SITE_1165
5345,16,M,Makassar,12,Sakti 10GB,27516,Android Low-End,SITE_0112
5346,19,F,Jakarta,8,Unlimited Lite,44795,Android Low-End,SITE_0054
5347,27,F,Semarang,40,Combo Sakti 50GB,97275,Android Low-End,SITE_1092
5348,42,F,Medan,18,Combo Sakti 50GB,115373,Android Mid,SITE_0762
5349,57,F,Makassar,5,Data Only 2GB,14923,iOS Mid,SITE_0996
5350,38,F,Tangerang,64,Sakti 10GB,34581,Android Mid,SITE_0283
5351,40,M,Medan,79,OMG 30GB,44351,Android Mid,SITE_0659
5352,36,M,Surabaya,28,Unlimited Lite,46611,iOS Mid,SITE_0775
5353,67,M,Bekasi,86,Combo Sakti 50GB,91696,Android Low-End,SITE_1119
5354,39,M,Jakarta,27,Combo Sakti 50GB,75682,iOS Mid,SITE_0193
5355,40,M,Makassar,24,Sakti 10GB,26768,Android Flagship,SITE_1065
5356,60,M,Medan,42,Sakti 10GB,29478,Android Low-End,SITE_1059
5357,61,M,Makassar,2,Sakti 10GB,26691,Android Low-End,SITE_1020
5358,47,F,Bandung,15,Combo Sakti 50GB,86462,Android Low-End,SITE_0757
5359,47,F,Tangerang,14,Halo Postpaid,153843,iOS Flagship,SITE_1164
5360,20,F,Bandung,24,OMG 30GB,74453,iOS Mid,SITE_0099
5361,51,M,Bandung,11,Combo Sakti 50GB,112365,iOS Flagship,SITE_0868
5362,61,M,Semarang,15,Combo Sakti 50GB,62579,Android Low-End,SITE_0106
5363,57,M,Depok,46,Sakti 10GB,34623,Android Low-End,SITE_0074
5364,64,F,Makassar,71,Data Only 2GB,14517,Android Mid,SITE_0069
5365,57,F,Depok,16,Combo Sakti 50GB,83552,Android Mid,SITE_0705
5366,54,M,Tangerang,30,Sakti 10GB,30175,Android Mid,SITE_0913
5367,31,F,Bandung,20,Unlimited Lite,39904,Android Mid,SITE_0718
5368,48,M,Semarang,49,OMG 30GB,59068,iOS Mid,SITE_0662
5369,64,F,Semarang,8,OMG 30GB,60624,Android Flagship,SITE_0248
5370,36,M,Bandung,48,Unlimited Lite,42744,iOS Mid,SITE_1006
5371,24,M,Yogyakarta,18,OMG 30GB,72621,Android Low-End,SITE_0498
5372,21,M,Tangerang,15,Sakti 10GB,29520,Android Low-End,SITE_0497
5373,66,F,Tangerang,73,Unlimited Lite,57555,iOS Flagship,SITE_1035
5374,60,F,Makassar,9,Unlimited Lite,47612,Android Mid,SITE_0352
5375,50,F,Semarang,3,Halo Postpaid,103063,Android Mid,SITE_1004
5376,54,M,Medan,27,Data Only 2GB,15872,Android Flagship,SITE_0385
5377,37,M,Medan,8,Unlimited Lite,47079,Android Low-End,SITE_0965
5378,56,F,Semarang,25,Sakti 10GB,26172,Android Mid,SITE_0808
5379,69,F,Surabaya,2,Data Only 2GB,15713,Android Mid,SITE_0884
5380,20,F,Bekasi,20,Sakti 10GB,21650,Feature Phone,SITE_0762
5381,57,M,Depok,7,Combo Sakti 50GB,95070,iOS Mid,SITE_1057
5382,38,F,Depok,2,Combo Sakti 50GB,70158,iOS Mid,SITE_0596
5383,32,M,Jakarta,2,Combo Sakti 50GB,50411,iOS Mid,SITE_0604
5384,27,F,Bekasi,76,Combo Sakti 50GB,66149,Android Mid,SITE_0342
5385,38,F,Jakarta,8,OMG 30GB,64816,Android Low-End,SITE_0367
5386,31,M,Tangerang,21,Sakti 10GB,37674,iOS Flagship,SITE_0361
5387,18,M,Makassar,16,Sakti 10GB,33498,Android Low-End,SITE_1185
5388,45,M,Bekasi,11,Unlimited Lite,55312,Android Mid,SITE_0561
5389,37,M,Jakarta,19,OMG 30GB,61049,Android Mid,SITE_0281
5390,24,F,Makassar,20,Halo Postpaid,82519,Android Flagship,SITE_1065
5391,44,M,Jakarta,44,OMG 30GB,69659,Android Mid,SITE_0901
5392,62,F,Bandung,12,Unlimited Lite,49078,iOS Mid,SITE_0666
5393,52,F,Surabaya,11,Unlimited Lite,40881,Android Mid,SITE_0506
5394,38,F,Surabaya,28,Combo Sakti 50GB,42269,Android Mid,SITE_0586
5395,28,F,Medan,12,OMG 30GB,53912,iOS Mid,SITE_0796
5396,47,F,Depok,18,OMG 30GB,76923,Android Flagship,SITE_0809
5397,61,F,Bandung,5,OMG 30GB,63406,Android Flagship,SITE_0138
5398,67,M,Depok,9,Sakti 10GB,25865,Android Flagship,SITE_0740
5399,62,F,Tangerang,6,Sakti 10GB,36949,iOS Flagship,SITE_0273
5400,63,F,Medan,45,Combo Sakti 50GB,87974,Android Low-End,SITE_0243
5401,38,M,Depok,39,Combo Sakti 50GB,93489,Android Mid,SITE_0436
5402,60,F,Jakarta,12,Sakti 10GB,32216,iOS Mid,SITE_0189
5403,32,F,Surabaya,14,OMG 30GB,44378,Android Low-End,SITE_0088
5404,55,F,Bekasi,13,Unlimited Lite,55492,Android Mid,SITE_0395
5405,36,M,Bandung,6,OMG 30GB,51610,iOS Flagship,SITE_0131
5406,17,F,Semarang,37,OMG 30GB,60615,Android Mid,SITE_0893
5407,52,M,Bekasi,43,Sakti 10GB,22162,iOS Flagship,SITE_0455
5408,21,F,Semarang,23,Data Only 2GB,16096,iOS Mid,SITE_0727
5409,59,M,Jakarta,33,Combo Sakti 50GB,121487,iOS Mid,SITE_0603
5410,33,F,Surabaya,26,Sakti 10GB,28312,Android Low-End,SITE_0485
5411,45,M,Yogyakarta,3,OMG 30GB,64938,Android Low-End,SITE_0252
5412,37,M,Bandung,20,Halo Postpaid,115016,iOS Mid,SITE_0490
5413,69,M,Yogyakarta,11,OMG 30GB,45887,Android Flagship,SITE_0715
5414,48,M,Surabaya,6,Combo Sakti 50GB,79438,Android Mid,SITE_0375
5415,45,F,Tangerang,27,Combo Sakti 50GB,101137,Android Mid,SITE_0926
5416,32,F,Semarang,53,Halo Postpaid,137406,Android Low-End,SITE_0216
5417,58,M,Jakarta,212,Combo Sakti 50GB,95525,Android Mid,SITE_0297
5418,47,M,Bekasi,21,OMG 30GB,61263,Android Mid,SITE_0585
5419,57,M,Bandung,27,Sakti 10GB,32191,Android Flagship,SITE_0657
5420,66,F,Tangerang,26,OMG 30GB,57405,iOS Mid,SITE_0638
5421,29,M,Tangerang,29,OMG 30GB,56561,Android Mid,SITE_0620
5422,25,M,Makassar,7,Unlimited Lite,38821,Android Mid,SITE_0656
5423,62,M,Medan,5,Halo Postpaid,160250,Android Mid,SITE_0415
5424,66,M,Tangerang,13,Combo Sakti 50GB,95441,Android Low-End,SITE_1083
5425,51,M,Tangerang,16,Combo Sakti 50GB,85024,Android Low-End,SITE_0896
5426,49,M,Surabaya,35,Halo Postpaid,104918,iOS Mid,SITE_1009
5427,24,F,Yogyakarta,24,OMG 30GB,44062,Android Mid,SITE_1052
5428,57,F,Makassar,20,OMG 30GB,62879,Android Flagship,SITE_1017
5429,43,M,Medan,17,Combo Sakti 50GB,87830,Android Flagship,SITE_0704
5430,26,F,Bandung,7,OMG 30GB,72006,iOS Flagship,SITE_0598
5431,29,M,Yogyakarta,12,Sakti 10GB,34635,Android Mid,SITE_0126
5432,54,F,Makassar,3,OMG 30GB,67265,iOS Flagship,SITE_1146
5433,62,M,Bekasi,2,Sakti 10GB,32105,Feature Phone,SITE_0494
5434,69,F,Tangerang,1,Data Only 2GB,14682,Android Flagship,SITE_0695
5435,34,F,Tangerang,3,Combo Sakti 50GB,112383,iOS Mid,SITE_0927
5436,69,M,Surabaya,22,Unlimited Lite,54107,Feature Phone,SITE_0771
5437,30,F,Bekasi,86,OMG 30GB,79961,Android Mid,SITE_0965
5438,43,M,Bekasi,1,OMG 30GB,64903,Android Mid,SITE_0739
5439,39,F,Semarang,37,Unlimited Lite,51799,Android Low-End,SITE_0259
5440,23,M,Medan,27,OMG 30GB,53589,Android Mid,SITE_0222
5441,58,M,Tangerang,47,OMG 30GB,54901,Android Mid,SITE_0177
5442,24,F,Medan,70,Sakti 10GB,33771,Feature Phone,SITE_0752
5443,62,M,Yogyakarta,41,Sakti 10GB,31063,Android Mid,SITE_0988
5444,48,M,Medan,39,Data Only 2GB,13950,iOS Flagship,SITE_0063
5445,48,M,Bandung,3,Halo Postpaid,126164,Android Low-End,SITE_0312
5446,34,F,Yogyakarta,11,OMG 30GB,42754,Android Mid,SITE_0167
5447,18,M,Bandung,24,Unlimited Lite,44782,Android Mid,SITE_0640
5448,25,M,Bandung,1,Combo Sakti 50GB,78650,Android Flagship,SITE_0846
5449,55,F,Depok,16,Combo Sakti 50GB,95459,iOS Mid,SITE_1198
5450,62,M,Semarang,1,Data Only 2GB,10691,Android Low-End,SITE_0439
5451,57,M,Tangerang,33,Halo Postpaid,156903,Android Low-End,SITE_0686
5452,16,M,Surabaya,8,Sakti 10GB,26247,Android Mid,SITE_0849
5453,44,M,Medan,34,Combo Sakti 50GB,84700,Android Mid,SITE_0639
5454,65,M,Surabaya,16,Combo Sakti 50GB,88742,Android Mid,SITE_0679
5455,49,F,Bekasi,3,Sakti 10GB,31318,Android Low-End,SITE_0051
5456,66,M,Medan,61,OMG 30GB,60283,Android Mid,SITE_0013
5457,28,M,Jakarta,29,Data Only 2GB,16858,Android Low-End,SITE_0105
5458,69,M,Yogyakarta,31,Unlimited Lite,46287,iOS Flagship,SITE_0332
5459,16,M,Bandung,7,Unlimited Lite,51754,Android Mid,SITE_0601
5460,49,F,Depok,4,Halo Postpaid,119341,Android Low-End,SITE_0751
5461,44,M,Bandung,75,Halo Postpaid,114071,Android Flagship,SITE_0253
5462,63,M,Semarang,11,Halo Postpaid,129367,Android Low-End,SITE_0857
5463,62,M,Surabaya,7,OMG 30GB,59447,Android Low-End,SITE_0891
5464,28,F,Bekasi,51,OMG 30GB,59613,Android Mid,SITE_0702
5465,63,M,Medan,15,Sakti 10GB,32496,iOS Flagship,SITE_0881
5466,64,M,Jakarta,26,Combo Sakti 50GB,98722,Android Flagship,SITE_0036
5467,68,F,Medan,8,Sakti 10GB,20677,Android Low-End,SITE_0607
5468,44,M,Bekasi,84,Data Only 2GB,17950,iOS Flagship,SITE_0783
5469,54,F,Tangerang,16,Unlimited Lite,53181,iOS Flagship,SITE_0530
5470,39,F,Jakarta,14,Sakti 10GB,31595,Android Low-End,SITE_0751
5471,41,M,Makassar,2,Combo Sakti 50GB,65326,Android Mid,SITE_1179
5472,32,M,Medan,30,OMG 30GB,51740,iOS Flagship,SITE_0592
5473,22,F,Bekasi,19,Halo Postpaid,101993,Android Flagship,SITE_1132
5474,28,F,Jakarta,82,Combo Sakti 50GB,102547,Android Low-End,SITE_0505
5475,20,F,Semarang,4,OMG 30GB,57990,Android Low-End,SITE_0786
5476,41,M,Jakarta,12,Sakti 10GB,37577,Android Low-End,SITE_1032
5477,64,M,Medan,8,OMG 30GB,70204,Android Flagship,SITE_0374
5478,18,F,Surabaya,27,Combo Sakti 50GB,85654,Android Flagship,SITE_0155
5479,22,M,Yogyakarta,2,Sakti 10GB,32547,Android Mid,SITE_0049
5480,64,F,Tangerang,118,OMG 30GB,49598,Android Low-End,SITE_1197
5481,54,M,Surabaya,31,Sakti 10GB,33349,Feature Phone,SITE_0741
5482,68,F,Medan,12,Sakti 10GB,25750,Android Mid,SITE_0864
5483,16,M,Bandung,12,OMG 30GB,43537,Android Mid,SITE_0642
5484,64,M,Jakarta,16,OMG 30GB,55395,iOS Mid,SITE_0265
5485,32,F,Jakarta,29,Combo Sakti 50GB,69613,Android Mid,SITE_0418
5486,58,M,Surabaya,22,Sakti 10GB,34874,Android Low-End,SITE_1077
5487,40,M,Bekasi,16,Sakti 10GB,35218,Android Low-End,SITE_1168
5488,18,M,Surabaya,6,Sakti 10GB,37142,iOS Mid,SITE_0129
5489,30,F,Jakarta,5,OMG 30GB,66435,Android Mid,SITE_0601
5490,44,F,Makassar,60,Sakti 10GB,33800,Android Low-End,SITE_0411
5491,68,M,Jakarta,20,Sakti 10GB,30220,Feature Phone,SITE_0714
5492,58,M,Yogyakarta,21,OMG 30GB,48391,iOS Mid,SITE_0966
5493,47,M,Tangerang,14,Unlimited Lite,57605,iOS Mid,SITE_0121
5494,41,F,Makassar,30,Halo Postpaid,117540,iOS Flagship,SITE_0950
5495,31,M,Yogyakarta,39,Halo Postpaid,149784,Android Mid,SITE_0262
5496,40,M,Makassar,13,Sakti 10GB,33434,Android Low-End,SITE_0677
5497,69,M,Jakarta,2,Combo Sakti 50GB,84502,Android Low-End,SITE_0121
5498,43,F,Depok,7,OMG 30GB,64915,Android Flagship,SITE_0484
5499,24,F,Bandung,42,Combo Sakti 50GB,90003,Android Low-End,SITE_0036
5500,16,M,Jakarta,20,Data Only 2GB,19855,Android Mid,SITE_0455
5501,44,M,Tangerang,52,OMG 30GB,47195,iOS Flagship,SITE_0997
5502,37,F,Bekasi,12,OMG 30GB,55464,Android Low-End,SITE_0471
5503,31,F,Medan,10,OMG 30GB,65059,Android Low-End,SITE_0968
5504,56,M,Bandung,1,Combo Sakti 50GB,85624,Android Mid,SITE_1047
5505,66,M,Surabaya,5,Data Only 2GB,16279,iOS Flagship,SITE_0941
5506,59,M,Surabaya,10,Combo Sakti 50GB,88107,Android Mid,SITE_1094
5507,66,F,Bandung,2,Unlimited Lite,54044,Android Mid,SITE_0365
5508,69,F,Jakarta,23,Unlimited Lite,43463,Android Low-End,SITE_1055
5509,56,F,Yogyakarta,110,OMG 30GB,62537,Android Mid,SITE_1160
5510,22,M,Depok,2,Halo Postpaid,123820,Feature Phone,SITE_0541
5511,29,M,Surabaya,12,Halo Postpaid,134719,Android Flagship,SITE_1094
5512,44,F,Makassar,13,Combo Sakti 50GB,99493,Feature Phone,SITE_0090
5513,34,M,Makassar,2,Data Only 2GB,13923,iOS Flagship,SITE_0412
5514,34,F,Medan,5,OMG 30GB,45093,iOS Mid,SITE_0638
5515,17,F,Medan,15,Data Only 2GB,9832,Android Low-End,SITE_0090
5516,56,M,Jakarta,75,OMG 30GB,53898,Android Mid,SITE_0593
5517,60,M,Makassar,21,Combo Sakti 50GB,96473,Android Mid,SITE_0629
5518,30,F,Bekasi,3,Sakti 10GB,37317,Android Flagship,SITE_0254
5519,18,M,Yogyakarta,33,Halo Postpaid,125093,Android Mid,SITE_0696
5520,26,F,Medan,47,Data Only 2GB,15439,Android Mid,SITE_0754
5521,68,M,Jakarta,40,Halo Postpaid,93932,Android Low-End,SITE_0263
5522,61,F,Medan,41,Unlimited Lite,38970,Android Low-End,SITE_1149
5523,45,F,Surabaya,41,Unlimited Lite,46677,Android Low-End,SITE_0862
5524,55,F,Medan,7,OMG 30GB,53057,Android Mid,SITE_0735
5525,33,M,Bekasi,22,Sakti 10GB,32354,Android Low-End,SITE_1077
5526,66,F,Bandung,5,Halo Postpaid,103725,Android Mid,SITE_0674
5527,63,M,Semarang,10,OMG 30GB,45528,Android Flagship,SITE_0417
5528,17,M,Yogyakarta,13,OMG 30GB,51599,Android Flagship,SITE_0214
5529,47,M,Surabaya,14,Sakti 10GB,31455,Android Mid,SITE_0543
5530,23,M,Tangerang,14,Sakti 10GB,36268,Android Low-End,SITE_0090
5531,37,M,Bandung,37,Data Only 2GB,14238,Android Flagship,SITE_0379
5532,21,M,Jakarta,24,Combo Sakti 50GB,85946,iOS Flagship,SITE_0161
5533,27,F,Depok,25,OMG 30GB,57779,Android Flagship,SITE_0153
5534,62,F,Semarang,36,OMG 30GB,63686,Android Low-End,SITE_0953
5535,55,M,Tangerang,6,Combo Sakti 50GB,85051,Android Low-End,SITE_0104
5536,51,F,Bandung,15,Halo Postpaid,144183,Android Mid,SITE_0204
5537,30,M,Jakarta,47,OMG 30GB,47592,Android Flagship,SITE_0622
5538,43,M,Depok,30,Sakti 10GB,28321,Android Mid,SITE_0297
5539,67,F,Bekasi,51,OMG 30GB,54709,Android Low-End,SITE_0339
5540,64,M,Surabaya,15,Sakti 10GB,26197,Android Mid,SITE_0770
5541,60,F,Surabaya,35,Sakti 10GB,28165,Android Low-End,SITE_0679
5542,33,M,Tangerang,8,Data Only 2GB,15066,Android Mid,SITE_0361
5543,17,M,Medan,49,Sakti 10GB,34273,Android Low-End,SITE_0669
5544,28,M,Jakarta,9,Halo Postpaid,134524,iOS Mid,SITE_1075
5545,60,F,Tangerang,10,OMG 30GB,65787,Android Flagship,SITE_0096
5546,69,F,Tangerang,31,Unlimited Lite,53703,Android Low-End,SITE_0776
5547,30,F,Makassar,34,Combo Sakti 50GB,91004,Android Flagship,SITE_0600
5548,35,F,Makassar,2,Halo Postpaid,96729,Android Mid,SITE_0376
5549,44,M,Tangerang,4,Combo Sakti 50GB,84590,Android Mid,SITE_0789
5550,57,F,Surabaya,7,Unlimited Lite,55966,Android Mid,SITE_1105
5551,44,M,Tangerang,215,Sakti 10GB,32479,iOS Flagship,SITE_0706
5552,18,M,Medan,42,OMG 30GB,69743,Android Flagship,SITE_0677
5553,34,F,Medan,31,Unlimited Lite,43814,Android Mid,SITE_1011
5554,18,M,Tangerang,80,Unlimited Lite,32435,iOS Mid,SITE_0195
5555,69,M,Depok,28,Data Only 2GB,15418,Android Mid,SITE_0011
5556,29,F,Yogyakarta,29,Sakti 10GB,31783,Android Low-End,SITE_1014
5557,55,F,Semarang,55,Unlimited Lite,49078,Android Mid,SITE_0356
5558,19,F,Bekasi,9,Sakti 10GB,28589,Android Low-End,SITE_0462
5559,67,M,Jakarta,1,Data Only 2GB,17834,Android Low-End,SITE_0273
5560,26,M,Depok,31,OMG 30GB,40864,Android Low-End,SITE_0613
5561,46,F,Medan,5,Sakti 10GB,24297,Android Mid,SITE_0691
5562,58,F,Surabaya,9,Combo Sakti 50GB,87881,Feature Phone,SITE_0006
5563,47,M,Surabaya,42,OMG 30GB,49304,iOS Mid,SITE_0490
5564,42,F,Tangerang,37,Sakti 10GB,36948,iOS Mid,SITE_0841
5565,45,F,Makassar,16,Sakti 10GB,30783,Android Low-End,SITE_0716
5566,58,M,Medan,3,OMG 30GB,42401,Android Mid,SITE_0447
5567,17,F,Surabaya,9,Halo Postpaid,67006,Android Low-End,SITE_0104
5568,64,F,Depok,16,Sakti 10GB,31954,iOS Mid,SITE_0162
5569,24,M,Tangerang,36,Combo Sakti 50GB,91682,Android Low-End,SITE_0376
5570,43,M,Surabaya,101,Sakti 10GB,29207,Android Flagship,SITE_0632
5571,46,F,Medan,24,Unlimited Lite,46973,Android Mid,SITE_1065
5572,49,F,Jakarta,2,Halo Postpaid,126816,Android Low-End,SITE_0313
5573,30,F,Jakarta,6,Sakti 10GB,35216,Android Flagship,SITE_0904
5574,63,F,Bandung,8,Combo Sakti 50GB,92420,Android Mid,SITE_1091
5575,40,M,Jakarta,25,Halo Postpaid,95921,Android Low-End,SITE_0103
5576,51,M,Medan,1,OMG 30GB,63247,Android Mid,SITE_1102
5577,23,M,Makassar,17,Sakti 10GB,40755,iOS Flagship,SITE_1160
5578,24,M,Semarang,131,Halo Postpaid,87829,Android Flagship,SITE_0588
5579,52,F,Tangerang,36,Data Only 2GB,18282,Android Mid,SITE_0818
5580,63,M,Surabaya,36,OMG 30GB,68510,Android Flagship,SITE_0256
5581,60,F,Surabaya,33,OMG 30GB,50497,Android Mid,SITE_1017
5582,54,M,Bandung,28,Unlimited Lite,57055,Android Mid,SITE_0492
5583,47,M,Medan,9,Combo Sakti 50GB,85379,Android Mid,SITE_0805
5584,67,M,Tangerang,37,Combo Sakti 50GB,80952,Android Mid,SITE_0966
5585,32,F,Makassar,25,Halo Postpaid,150256,iOS Mid,SITE_0610
5586,50,M,Tangerang,7,Data Only 2GB,12589,Android Flagship,SITE_0131
5587,52,M,Semarang,93,OMG 30GB,73283,iOS Mid,SITE_0271
5588,34,F,Tangerang,101,Data Only 2GB,16174,Android Mid,SITE_0283
5589,59,F,Tangerang,12,Unlimited Lite,51661,iOS Mid,SITE_0723
5590,44,F,Jakarta,34,Unlimited Lite,45007,Android Low-End,SITE_0530
5591,22,M,Tangerang,28,Halo Postpaid,128557,iOS Flagship,SITE_0070
5592,43,M,Depok,22,Data Only 2GB,14541,Android Low-End,SITE_0944
5593,24,F,Bekasi,5,Data Only 2GB,19399,Android Flagship,SITE_0303
5594,43,F,Bandung,16,Data Only 2GB,10214,Android Flagship,SITE_1176
5595,21,F,Jakarta,32,Sakti 10GB,20943,Android Flagship,SITE_0124
5596,44,M,Medan,107,Sakti 10GB,31971,Android Mid,SITE_0543
5597,32,M,Jakarta,23,Combo Sakti 50GB,95913,Android Flagship,SITE_0347
5598,31,M,Jakarta,34,Combo Sakti 50GB,93878,Android Low-End,SITE_0272
5599,38,F,Medan,59,OMG 30GB,38915,Android Mid,SITE_0185
5600,46,M,Bekasi,23,Sakti 10GB,28497,Android Flagship,SITE_0075
5601,18,F,Jakarta,35,Combo Sakti 50GB,68069,Android Mid,SITE_0317
5602,36,M,Yogyakarta,15,Data Only 2GB,16913,Feature Phone,SITE_0329
5603,41,F,Yogyakarta,9,Sakti 10GB,40096,Android Mid,SITE_0676
5604,51,M,Tangerang,17,Data Only 2GB,17747,Android Flagship,SITE_0194
5605,57,F,Makassar,3,Data Only 2GB,13685,iOS Mid,SITE_0567
5606,52,M,Semarang,64,OMG 30GB,64316,iOS Flagship,SITE_0499
5607,68,F,Tangerang,9,Data Only 2GB,15048,Android Mid,SITE_0186
5608,37,F,Tangerang,15,Unlimited Lite,36839,iOS Mid,SITE_0611
5609,57,M,Tangerang,26,Sakti 10GB,17043,iOS Mid,SITE_0252
5610,27,F,Bandung,17,Combo Sakti 50GB,80801,Android Low-End,SITE_1050
5611,57,F,Bekasi,8,Data Only 2GB,14695,Android Mid,SITE_0214
5612,28,F,Yogyakarta,100,OMG 30GB,73429,Android Low-End,SITE_0778
5613,26,F,Medan,46,Sakti 10GB,27167,Android Flagship,SITE_0639
5614,69,F,Medan,3,Sakti 10GB,36672,Android Mid,SITE_0319
5615,31,M,Depok,11,OMG 30GB,82399,iOS Mid,SITE_0789
5616,23,M,Bekasi,6,Sakti 10GB,31102,Android Mid,SITE_0904
5617,55,F,Medan,16,Sakti 10GB,22703,Android Mid,SITE_1117
5618,55,M,Yogyakarta,6,Unlimited Lite,59141,iOS Mid,SITE_0665
5619,60,M,Makassar,9,Sakti 10GB,36659,Android Low-End,SITE_0621
5620,17,F,Jakarta,18,Sakti 10GB,39153,Android Low-End,SITE_0727
5621,45,M,Surabaya,4,Combo Sakti 50GB,96534,Android Mid,SITE_0439
5622,45,F,Semarang,48,Data Only 2GB,10198,Android Low-End,SITE_0697
5623,27,F,Medan,11,Sakti 10GB,31266,Android Low-End,SITE_0651
5624,25,F,Bandung,59,Sakti 10GB,23735,Android Low-End,SITE_0975
5625,59,M,Makassar,1,Sakti 10GB,29637,Feature Phone,SITE_0262
5626,26,M,Yogyakarta,36,Combo Sakti 50GB,90267,Android Flagship,SITE_0267
5627,30,M,Makassar,49,Unlimited Lite,44468,Android Flagship,SITE_0930
5628,31,M,Yogyakarta,101,Combo Sakti 50GB,73844,Android Flagship,SITE_0612
5629,32,M,Bekasi,4,OMG 30GB,62245,Feature Phone,SITE_0872
5630,41,M,Surabaya,14,Sakti 10GB,18276,Android Mid,SITE_0779
5631,17,M,Depok,35,Sakti 10GB,21182,Android Flagship,SITE_0577
5632,65,F,Depok,18,Halo Postpaid,136166,iOS Flagship,SITE_0824
5633,27,F,Surabaya,42,OMG 30GB,63741,Android Mid,SITE_0872
5634,66,M,Makassar,100,Combo Sakti 50GB,79996,Android Mid,SITE_0950
5635,41,M,Semarang,34,Combo Sakti 50GB,86940,Android Low-End,SITE_0665
5636,38,F,Surabaya,33,Sakti 10GB,15773,Android Mid,SITE_0760
5637,33,F,Tangerang,21,OMG 30GB,56445,Android Flagship,SITE_0999
5638,47,M,Bekasi,15,Combo Sakti 50GB,93527,Android Low-End,SITE_0514
5639,64,F,Depok,44,Data Only 2GB,13483,Android Mid,SITE_0804
5640,53,M,Makassar,7,Data Only 2GB,12021,Android Low-End,SITE_0696
5641,62,M,Semarang,48,Halo Postpaid,134360,iOS Mid,SITE_0874
5642,18,F,Tangerang,44,Data Only 2GB,14740,iOS Flagship,SITE_0206
5643,53,F,Semarang,33,Unlimited Lite,46077,Feature Phone,SITE_0728
5644,18,F,Makassar,29,Data Only 2GB,14470,Android Low-End,SITE_1136
5645,45,F,Bandung,1,Sakti 10GB,36560,Android Mid,SITE_0036
5646,16,F,Tangerang,112,OMG 30GB,55091,Android Mid,SITE_0210
5647,45,F,Bekasi,12,OMG 30GB,42346,iOS Flagship,SITE_0400
5648,60,M,Tangerang,12,OMG 30GB,54621,Android Mid,SITE_0393
5649,47,F,Jakarta,107,Combo Sakti 50GB,82509,Android Low-End,SITE_0704
5650,43,M,Jakarta,7,OMG 30GB,55053,Android Flagship,SITE_0658
5651,36,M,Surabaya,74,OMG 30GB,51767,Android Mid,SITE_0257
5652,61,M,Medan,12,Combo Sakti 50GB,97851,Android Low-End,SITE_0816
5653,28,F,Yogyakarta,3,Data Only 2GB,13280,iOS Flagship,SITE_0379
5654,42,F,Semarang,18,OMG 30GB,64164,Android Mid,SITE_0375
5655,51,F,Depok,30,Combo Sakti 50GB,101149,iOS Mid,SITE_0797
5656,22,M,Medan,23,OMG 30GB,62990,iOS Mid,SITE_1002
5657,37,F,Jakarta,73,Unlimited Lite,32630,Android Mid,SITE_0651
