customer_id,date,data_usage_gb,voice_minutes,sms_count,app_usage_social_hr,app_usage_gaming_hr
10383,7/1/2025,2.17,58,7,1.27,0.93
10384,7/1/2025,3.81,57,1,2.72,0.34
10385,7/1/2025,0.92,46,5,3.86,0.06
10386,7/1/2025,2.76,78,3,3.97,0.26
10387,7/1/2025,0.75,43,3,1.9,2.44
10388,7/1/2025,9.55,68,3,2.57,3.75
10389,7/1/2025,4,59,8,7.83,0.12
10390,7/1/2025,1.57,44,7,4.23,0.86
10391,7/1/2025,1.1,42,6,1.21,2.92
10392,7/1/2025,1.91,60,6,1.67,1.08
10393,7/1/2025,4.97,44,6,2.99,0.6
10394,7/1/2025,4.34,69,6,6.11,0.55
10395,7/1/2025,4.49,45,1,6.21,1.66
10396,7/1/2025,2.62,70,7,5.45,0.24
10397,7/1/2025,1.5,62,11,1.22,0.04
10398,7/1/2025,1.4,43,6,2.42,0.04
10399,7/1/2025,1.37,65,3,10.31,1.7
10400,7/1/2025,7.44,85,4,1.01,0.19
10401,7/1/2025,5.35,38,8,0.93,0.25
10402,7/1/2025,3.3,69,5,3.6,0.72
10403,7/1/2025,2.34,57,2,0.25,1.16
10404,7/1/2025,5.67,80,11,5.81,0.92
10405,7/1/2025,0.91,47,4,1.04,0.37
10406,7/1/2025,1,45,8,3.84,0.19
10407,7/1/2025,0.88,42,5,0.32,1.86
10408,7/1/2025,0.97,75,4,11.8,0.57
10409,7/1/2025,3.95,58,7,4.25,1.22
10410,7/1/2025,1.13,62,1,0.29,0.11
10411,7/1/2025,13.22,75,6,0.41,0.22
10412,7/1/2025,1.74,75,6,1.39,0.12
10413,7/1/2025,3.37,65,4,3.68,1.69
10414,7/1/2025,2.11,55,8,1.46,0.24
10415,7/1/2025,4.36,42,6,2.84,0.74
10416,7/1/2025,7.06,63,4,5.83,4.32
10417,7/1/2025,11.86,69,3,6.39,0.27
10418,7/1/2025,8.55,58,7,4.6,4.08
10419,7/1/2025,3.29,67,6,6.87,1.94
10420,7/1/2025,1.57,52,1,3.11,0.65
10421,7/1/2025,4.49,74,5,0.21,1.03
10422,7/1/2025,4.8,77,3,0.2,0.22
10423,7/1/2025,9.01,62,6,10.19,0.21
10424,7/1/2025,3.44,59,7,0.15,1.96
10425,7/1/2025,7.93,78,5,18.46,1.89
10426,7/1/2025,1.84,62,3,6.03,2.38
10427,7/1/2025,1.72,35,14,0.32,0.2
10428,7/1/2025,5.11,58,8,1.26,0.94
10429,7/1/2025,0.97,52,5,0.57,1.1
10430,7/1/2025,0.89,42,3,2.17,1.79
10431,7/1/2025,2.85,51,8,0.72,1.38
10432,7/1/2025,4.83,61,6,2.8,0.51
10433,7/1/2025,3.63,26,3,2.29,2.36
10434,7/1/2025,9.18,66,6,6.2,1.05
10435,7/1/2025,0.64,59,5,0.32,0.76
10436,7/1/2025,8.13,53,6,1.56,0.24
10437,7/1/2025,1.81,46,2,3.98,1.07
10438,7/1/2025,5.42,62,6,0.36,3.03
10439,7/1/2025,0.9,65,2,5.11,1.29
10440,7/1/2025,10.15,88,5,10.47,1.81
10441,7/1/2025,8.88,62,8,2.63,0.88
10442,7/1/2025,4.38,41,11,0.48,0.06
10443,7/1/2025,9.26,73,6,10.26,0.16
10444,7/1/2025,2.12,45,2,0.95,0.29
10445,7/1/2025,10.56,48,5,15.16,0.51
10446,7/1/2025,7.26,80,8,1.06,0.33
10447,7/1/2025,0.43,63,7,18.51,0.37
10448,7/1/2025,4.31,49,2,3.2,0.01
10449,7/1/2025,2.03,51,4,0.02,0.19
10450,7/1/2025,2.14,68,2,3.98,0.08
10451,7/1/2025,1.54,44,8,1.36,0.89
10452,7/1/2025,2.9,39,1,0.06,1.38
10453,7/1/2025,2.14,53,11,3.02,0.07
10454,7/1/2025,1.73,38,3,0.66,0.57
10455,7/1/2025,2.37,78,12,3.51,0.22
10456,7/1/2025,1.96,37,5,0.17,2.07
10457,7/1/2025,22.53,81,2,2.32,0.04
10458,7/1/2025,3.48,49,4,1.3,1.17
10459,7/1/2025,5.14,52,4,2.03,0.05
10460,7/1/2025,1.55,74,6,11.72,1.09
10461,7/1/2025,4.67,46,4,3.34,0.54
10462,7/1/2025,2.41,57,7,2.89,0.68
10463,7/1/2025,4.27,46,6,2.04,0.72
10464,7/1/2025,12.42,57,3,1.03,0.25
10465,7/1/2025,3.47,50,6,1.69,0.38
10466,7/1/2025,13.65,83,2,9.85,0.12
10467,7/1/2025,3.49,56,7,2.87,1.57
10468,7/1/2025,9.56,62,3,0.07,0.73
10469,7/1/2025,3.73,96,7,1.89,0.96
10470,7/1/2025,3.95,54,7,6.92,1.36
10471,7/1/2025,3,29,7,1.2,0.41
10472,7/1/2025,3.47,63,8,6.19,1.37
10473,7/1/2025,0.56,52,9,2.26,1.82
10474,7/1/2025,5.77,60,9,0.45,0.19
10475,7/1/2025,9.64,63,9,4.49,1.2
10476,7/1/2025,1.75,48,3,2.71,0.12
10477,7/1/2025,7.5,61,3,5.67,1.7
10478,7/1/2025,8.95,61,7,8.92,1.28
10479,7/1/2025,6.13,63,2,3.21,1.52
10480,7/1/2025,0.98,43,6,15.02,0.74
10481,7/1/2025,2.85,84,3,1.94,0.71
10482,7/1/2025,1.3,39,4,3.71,0.89
10483,7/1/2025,2.34,52,2,1.99,0.08
10484,7/1/2025,3.79,67,5,1.44,1.27
10485,7/1/2025,2.02,44,9,5.34,1.07
10486,7/1/2025,7.21,70,3,3.1,1.47
10487,7/1/2025,3.81,47,2,0.02,2.24
10488,7/1/2025,1.81,33,4,0.44,0.09
10489,7/1/2025,4.47,59,7,0.07,0.33
10490,7/1/2025,4.43,58,6,0.24,0.36
10491,7/1/2025,2.25,45,7,2.89,0.43
10492,7/1/2025,1.28,66,6,0.28,0.35
10493,7/1/2025,4.19,44,7,4.5,2.04
10494,7/1/2025,10.7,79,5,1.7,1.19
10495,7/1/2025,2.96,40,5,0.88,0.12
10496,7/1/2025,1.32,45,6,1.56,0.27
10497,7/1/2025,2.5,50,5,2.08,1.41
10498,7/1/2025,2.84,69,4,0.33,3.68
10499,7/1/2025,1.14,58,6,13.36,1.41
10500,7/1/2025,1.55,53,2,11.73,0.88
10501,7/1/2025,0.21,60,5,1.56,0.72
10502,7/1/2025,5.7,73,9,11.89,0.36
10503,7/1/2025,2,46,5,1.55,0.05
10504,7/1/2025,3.72,56,5,4.09,0.39
10505,7/1/2025,8.08,63,4,4.88,0.84
10506,7/1/2025,2.87,52,6,7,0.53
10507,7/1/2025,2.49,71,7,2.78,0.98
10508,7/1/2025,1.27,41,5,2.24,1.1
10509,7/1/2025,0.32,54,1,9.4,1
10510,7/1/2025,4.99,98,9,2.31,0.26
10511,7/1/2025,16.83,88,6,23.61,0.05
10512,7/1/2025,3.51,47,3,1.62,2.89
10513,7/1/2025,8.73,62,3,5.33,0.03
10514,7/1/2025,1.52,54,4,6.82,0.31
10515,7/1/2025,1.47,39,6,4.38,0.51
10516,7/1/2025,1.32,48,8,8.39,0.29
10517,7/1/2025,4.87,52,7,13.74,1.73
10518,7/1/2025,1.84,44,4,0.35,0.14
10519,7/1/2025,1.54,40,3,2.22,1.3
10520,7/1/2025,3.51,51,6,0.53,2.81
10521,7/1/2025,9.26,72,5,3.68,1.95
10522,7/1/2025,3.08,55,7,0.01,0.21
10523,7/1/2025,2.5,69,5,2.46,0.77
10524,7/1/2025,12.38,73,6,0.85,1.63
10525,7/1/2025,3.85,82,4,3.82,0.33
10526,7/1/2025,9.76,87,2,6.1,0.9
10527,7/1/2025,0.45,44,7,1.34,1.39
10528,7/1/2025,4.29,62,6,0.34,0.78
10529,7/1/2025,2.86,79,5,2.29,0.79
10530,7/1/2025,7.72,48,3,2.22,0.24
10531,7/1/2025,4.56,49,11,0.16,0.81
10532,7/1/2025,1.15,41,3,4.79,0.26
10533,7/1/2025,1.9,61,6,1.04,0.21
10534,7/1/2025,4.07,61,4,1.26,1.22
10535,7/1/2025,2.22,40,3,0.06,0.2
10536,7/1/2025,7.13,61,5,0.73,2.42
10537,7/1/2025,14.62,70,3,6.78,2.24
10538,7/1/2025,7.24,45,4,0.24,0.66
10539,7/1/2025,4.62,54,8,2.12,0.22
10540,7/1/2025,1.16,55,2,3.41,0.15
10541,7/1/2025,6.22,59,5,5.5,1.42
10542,7/1/2025,3.9,68,4,2.71,0.44
10543,7/1/2025,7.98,77,4,1.23,0.04
10544,7/1/2025,0.82,53,1,3.27,0.14
10545,7/1/2025,2.1,29,6,1.18,0.77
10546,7/1/2025,4.32,54,5,9.86,0.34
10547,7/1/2025,1.57,81,6,1.73,0.63
10548,7/1/2025,0.13,51,6,7.3,1.81
10549,7/1/2025,2.05,53,9,2.57,2.75
10550,7/1/2025,1.58,81,7,0.11,1.2
10551,7/1/2025,8.05,79,3,21.25,0.25
10552,7/1/2025,2.67,60,9,2.58,0.28
10553,7/1/2025,0.63,39,3,8.35,0.01
10554,7/1/2025,6.58,56,7,10.58,1.13
10555,7/1/2025,10.51,49,3,0.4,1.08
10556,7/1/2025,7.05,82,6,2.91,0.4
10557,7/1/2025,4.05,83,2,0.48,0.22
10558,7/1/2025,1.44,38,4,0.72,2.32
10559,7/1/2025,3.89,68,1,1.69,0.3
10560,7/1/2025,12.04,64,6,8.57,0.24
10561,7/1/2025,7.85,58,4,5.27,0.44
10562,7/1/2025,7.36,58,3,2.77,0.93
10563,7/1/2025,0.06,41,2,1.51,0.51
10564,7/1/2025,10.16,64,8,4.71,0.15
10565,7/1/2025,4.12,45,5,0.32,1.06
10566,7/1/2025,2.77,48,4,0.87,3.4
10567,7/1/2025,0.89,48,8,3.79,0.07
10568,7/1/2025,4.81,79,4,6.44,0.68
10569,7/1/2025,4.84,58,4,0.02,0.07
10570,7/1/2025,3.32,75,8,4.18,0.31
10571,7/1/2025,3.71,48,5,0.84,5.55
10572,7/1/2025,1.41,44,4,0.26,0.61
10573,7/1/2025,2.37,71,3,11.17,1.16
10574,7/1/2025,3.56,39,1,0.93,0.01
10575,7/1/2025,1.63,55,2,0.85,0.25
10576,7/1/2025,3.4,46,5,12.05,0.91
10577,7/1/2025,3.08,48,2,3.97,0.34
10578,7/1/2025,1.69,47,7,8.48,4.44
10579,7/1/2025,4.03,49,6,1.46,0.62
10580,7/1/2025,3.18,67,7,2.99,1.1
10581,7/1/2025,2.73,62,7,3.59,0.58
10582,7/1/2025,7.03,57,6,0.67,0.51
10583,7/1/2025,1.87,65,5,0.21,0.21
10584,7/1/2025,2.73,54,4,1.05,0.68
10585,7/1/2025,4.92,66,6,4.53,1.32
10586,7/1/2025,2.65,49,2,0.51,1.78
10587,7/1/2025,1.59,56,6,2.23,0.51
10588,7/1/2025,1.56,57,5,0.44,0.86
10589,7/1/2025,3.59,66,6,1.37,0.57
10590,7/1/2025,5.12,74,6,4.62,0.14
10591,7/1/2025,12.78,64,6,3.6,0.31
10592,7/1/2025,1.82,42,6,4.08,0.61
10593,7/1/2025,7.91,77,6,8.18,0.98
10594,7/1/2025,8.15,44,2,16.18,1.55
10595,7/1/2025,1,51,4,0.27,0.73
10596,7/1/2025,3.12,54,6,0.65,0.12
10597,7/1/2025,8.62,55,11,1.97,0.35
10598,7/1/2025,3.14,56,3,1.44,0.26
10599,7/1/2025,8.3,58,7,3.68,0.46
10600,7/1/2025,3.79,55,3,6.3,1.89
10601,7/1/2025,0.55,55,10,0.93,1.72
10602,7/1/2025,0.81,79,10,9.25,1.41
10603,7/1/2025,0.5,58,5,4.15,0.17
10604,7/1/2025,1.83,81,8,5.55,0.49
10605,7/1/2025,5.57,74,9,0.14,0.65
10606,7/1/2025,6.81,50,4,0.14,0.96
10607,7/1/2025,4.28,63,8,11.88,0.27
10608,7/1/2025,1.95,69,6,0.46,2.23
10609,7/1/2025,9.02,96,8,7.65,0.35
10610,7/1/2025,3.82,77,4,1.15,1.31
10611,7/1/2025,3.95,57,7,12.94,0.9
10612,7/1/2025,2,43,3,2.02,0.14
10613,7/1/2025,0.54,43,5,2.51,0.36
10614,7/1/2025,0.9,57,8,1.86,0.66
10615,7/1/2025,7.5,45,7,2.91,0.47
10616,7/1/2025,1.23,39,4,1.12,0.7
10617,7/1/2025,7.51,69,2,17.85,0.6
10618,7/1/2025,1.9,66,4,1.05,0.36
10619,7/1/2025,2.22,63,6,8.4,2.57
10620,7/1/2025,1.1,39,5,0.22,0.61
10621,7/1/2025,7.3,80,7,6.03,0.06
10622,7/1/2025,8.23,67,8,6.83,0.55
10623,7/1/2025,2.63,58,8,1.78,1.79
10624,7/1/2025,10.83,56,8,0.99,0.18
10625,7/1/2025,0.5,45,5,1.09,0.63
10626,7/1/2025,4.47,83,6,1.77,0.01
10627,7/1/2025,0.73,66,5,1.92,1.31
10628,7/1/2025,8.9,52,6,2.12,0.78
10629,7/1/2025,1.57,46,5,1.81,0.35
10630,7/1/2025,1.44,44,6,0.2,0.01
10631,7/1/2025,17.57,77,7,3.7,2.03
10632,7/1/2025,13.17,68,7,1.15,1.95
10633,7/1/2025,1.26,62,6,2.65,0.99
10634,7/1/2025,7.88,57,3,1.21,0.29
10635,7/1/2025,1.72,45,1,0.87,0.7
10636,7/1/2025,7.15,47,7,2.14,0.36
10637,7/1/2025,4.19,44,6,0.17,0.14
10638,7/1/2025,14.34,88,7,14.93,0.82
10639,7/1/2025,0.4,52,5,5.91,0.02
10640,7/1/2025,1.26,67,3,0.3,0.71
10641,7/1/2025,6.81,60,7,6.77,0.6
10642,7/1/2025,1.45,55,8,0.54,0.18
10643,7/1/2025,5.86,55,4,6.42,0.36
10644,7/1/2025,2.32,44,6,4.06,3.55
10645,7/1/2025,7.37,62,4,1.48,0.39
10646,7/1/2025,3.44,39,2,1.14,1.24
10647,7/1/2025,17.1,64,9,1.66,0.46
10648,7/1/2025,7.47,70,2,13.56,0.85
10649,7/1/2025,4.47,51,6,5.14,0.09
10650,7/1/2025,1.39,49,5,0.99,0.1
10651,7/1/2025,2.29,73,4,3.16,0.03
10652,7/1/2025,4.35,44,3,0.28,1.46
10653,7/1/2025,2.34,33,5,0.22,4.68
10654,7/1/2025,1.37,50,6,3.26,1.26
10655,7/1/2025,1.8,52,1,6.81,3.58
10656,7/1/2025,2.05,43,4,0.06,0.47
10657,7/1/2025,0.57,52,3,0.5,0.16
10658,7/1/2025,2.37,59,6,0,0.88
10659,7/1/2025,24.76,70,9,30.47,1
10660,7/1/2025,1.03,43,7,3.43,2.29
10661,7/1/2025,3.12,50,2,0.85,0.36
10662,7/1/2025,3.19,61,6,3.96,0.82
10663,7/1/2025,3.15,62,6,1.86,0.97
10664,7/1/2025,8.9,55,2,12.89,0.48
10665,7/1/2025,6.36,62,5,5.89,0.48
10666,7/1/2025,2.47,64,4,7.32,0.77
10667,7/1/2025,12.87,66,5,0.82,0.05
10668,7/1/2025,4.29,65,3,4.81,0.36
10669,7/1/2025,1.77,57,1,1.63,0.11
10670,7/1/2025,5.07,61,5,34.99,0.19
10671,7/1/2025,3.3,48,8,3.3,1.26
10672,7/1/2025,9.87,84,6,0.85,2.01
10673,7/1/2025,7.58,84,6,20.19,0.88
10674,7/1/2025,3.58,73,9,2.28,0.33
10675,7/1/2025,1.54,39,7,0.56,0.07
10676,7/1/2025,1.19,48,2,1.34,0.07
10677,7/1/2025,6.62,60,6,7.48,0.04
10678,7/1/2025,5.37,57,8,0.16,0.79
10679,7/1/2025,5.06,59,3,2.81,0.32
10680,7/1/2025,4.44,58,2,2.1,0.35
10681,7/1/2025,11.3,85,6,0.13,1.42
10682,7/1/2025,3.8,66,4,4.41,4.36
10683,7/1/2025,8.74,45,3,8.22,1.91
10684,7/1/2025,4.15,56,7,3.79,3.57
10685,7/1/2025,16.96,55,3,2.18,0.36
10686,7/1/2025,0.78,41,8,1.76,0.81
10687,7/1/2025,17.7,93,6,10.08,0.4
10688,7/1/2025,3.32,41,3,5.01,1.55
10689,7/1/2025,4.91,68,8,17,0.07
10690,7/1/2025,15.51,68,7,6.01,0.47
10691,7/1/2025,3.14,74,5,4.93,0.45
10692,7/1/2025,8.33,72,3,1.09,0.87
10693,7/1/2025,5.07,61,4,13.71,0.76
10694,7/1/2025,1.66,62,6,0.2,0.35
10695,7/1/2025,3.62,56,1,3.41,0.02
10696,7/1/2025,13.35,64,4,11.01,0.16
10697,7/1/2025,1.55,44,5,0.08,1.64
10698,7/1/2025,6.01,51,6,2.9,2.17
10699,7/1/2025,7.79,77,4,0.99,1.18
10700,7/1/2025,2.16,48,9,2.44,1.29
10701,7/1/2025,0.87,39,6,0.78,2.6
10702,7/1/2025,1.78,56,3,0.15,0.49
10703,7/1/2025,0.65,56,5,0.65,0.93
10704,7/1/2025,4.13,31,2,4.68,0.1
10705,7/1/2025,1.72,53,1,2.75,0.37
10706,7/1/2025,2.97,48,7,0.73,0.49
10707,7/1/2025,1.68,37,4,1.57,0.65
10708,7/1/2025,6.21,84,8,4.29,0.36
10709,7/1/2025,13.34,60,7,3.83,2.64
10710,7/1/2025,0.46,31,2,0.53,0.01
10711,7/1/2025,3.59,46,4,4.43,0.29
10712,7/1/2025,1.13,41,4,0.29,0.12
10713,7/1/2025,3.19,46,4,1.8,0.08
10714,7/1/2025,9.89,56,8,1.56,1.96
10715,7/1/2025,2.5,41,3,2.93,1.44
10716,7/1/2025,7.42,57,3,10.62,1.12
10717,7/1/2025,1.22,44,4,1.78,3.99
10718,7/1/2025,6.71,65,6,2.88,0.11
10719,7/1/2025,6.56,59,2,6.24,0.2
10720,7/1/2025,7.49,52,6,1.11,0.01
10721,7/1/2025,9.67,71,4,6.7,1.16
10722,7/1/2025,5.95,59,4,0.19,0.54
10723,7/1/2025,7.52,57,4,11.79,1.32
10724,7/1/2025,4.43,67,7,1.13,0.17
10725,7/1/2025,12.91,83,5,2.65,0.72
10726,7/1/2025,14.15,71,5,9.55,0.64
10727,7/1/2025,2.93,52,7,2.28,0.43
10728,7/1/2025,5.25,95,6,2.13,0.29
10729,7/1/2025,7.76,37,9,0.95,1
10730,7/1/2025,0.25,43,7,0.41,0.52
10731,7/1/2025,4.56,52,2,0.66,0.65
10732,7/1/2025,1.3,62,3,4.02,0.95
10733,7/1/2025,9.68,56,2,7.39,0.12
10734,7/1/2025,10.29,53,3,2.11,1.95
10735,7/1/2025,1.51,73,5,0.05,0.42
10736,7/1/2025,5.7,73,5,0.68,1.31
10737,7/1/2025,5.16,63,7,5.96,0.75
10738,7/1/2025,3.78,68,6,4.02,0.64
10739,7/1/2025,3.83,74,11,9.55,1.2
10740,7/1/2025,5.95,46,3,0.96,1.66
10741,7/1/2025,5.65,74,3,3,0.14
10742,7/1/2025,2.65,55,7,9.06,0.19
10743,7/1/2025,4.39,53,5,0.93,0.46
10744,7/1/2025,4.89,82,5,13.43,1.04
10745,7/1/2025,1.51,60,5,1.95,0.34
10746,7/1/2025,4.76,60,9,4.59,0.1
10747,7/1/2025,1.93,64,4,1.12,0.67
10748,7/1/2025,13.85,85,4,21.22,0.37
10749,7/1/2025,4.91,66,5,3.48,0.56
10750,7/1/2025,3.89,48,7,4.65,2.74
10751,7/1/2025,2.54,45,3,0.4,1.5
10752,7/1/2025,7.78,61,4,2.93,1.47
10753,7/1/2025,3.93,50,2,3.81,0.71
10754,7/1/2025,3.29,38,4,1.21,2.44
10755,7/1/2025,0.8,68,11,1.23,0.95
10756,7/1/2025,1.43,52,8,2.45,0.02
10757,7/1/2025,2.1,79,3,2.34,1.13
10758,7/1/2025,1.44,76,5,3.01,0.68
10759,7/1/2025,5.82,65,8,11.04,0.38
10760,7/1/2025,4.2,67,3,16.4,0.1
10761,7/1/2025,3.13,52,5,0.28,0.05
10762,7/1/2025,3.8,52,5,5.55,0.49
10763,7/1/2025,7.59,77,6,5.13,0.07
10764,7/1/2025,2.91,47,9,3.15,2.21
10765,7/1/2025,1.6,53,7,0.41,0.34
10766,7/1/2025,5.95,84,6,0.32,0.69
10767,7/1/2025,2.51,64,7,15.27,2.14
10768,7/1/2025,1.5,49,3,1.29,2.24
10769,7/1/2025,1.69,44,4,0.77,0.28
10770,7/1/2025,2.78,75,7,6.79,0.45
10771,7/1/2025,7.15,47,5,1.27,0.5
10772,7/1/2025,5.58,67,8,7.98,0.16
10773,7/1/2025,8.59,51,4,1.15,0.99
10774,7/1/2025,2.89,85,2,8.82,2.37
10775,7/1/2025,2.41,38,6,1.41,0.05
10776,7/1/2025,5.38,52,4,0.76,0.34
10777,7/1/2025,6.29,77,2,6.45,0.92
10778,7/1/2025,0.99,48,5,0.29,0.53
10779,7/1/2025,0.34,41,7,2.76,1.95
10780,7/1/2025,4.21,69,9,9.52,2.21
10781,7/1/2025,3.66,61,7,10.66,0.94
10782,7/1/2025,6.21,77,2,1.59,0.11
10783,7/1/2025,2.49,74,5,5.35,1.01
10784,7/1/2025,1.57,37,4,4.59,0.18
10785,7/1/2025,3.45,45,6,0.71,1.22
10786,7/1/2025,4.84,47,3,0.62,0.59
10787,7/1/2025,2.9,84,6,2.07,1.38
10788,7/1/2025,10.41,73,5,15.68,0.89
10789,7/1/2025,4.33,75,5,1.36,2.29
10790,7/1/2025,22.3,72,6,0.57,1.48
10791,7/1/2025,5.41,50,8,5.35,0.62
10792,7/1/2025,1.52,46,6,3.09,0.39
10793,7/1/2025,2.88,58,5,0.08,0.16
10794,7/1/2025,3.29,59,1,1.76,0.75
10795,7/1/2025,5.2,45,6,4.55,1.68
10796,7/1/2025,1.87,49,4,1.54,0.96
10797,7/1/2025,11.07,53,7,2.79,0.3
10798,7/1/2025,2.79,49,2,1,2.31
10799,7/1/2025,7.27,67,7,1.86,1.42
10800,7/1/2025,4.98,74,6,7.45,1.07
10801,7/1/2025,6.61,58,7,1.29,0.49
10802,7/1/2025,1.02,66,5,0.85,0.04
10803,7/1/2025,4.03,37,5,0.88,0.23
10804,7/1/2025,4.05,64,7,7.98,0.84
10805,7/1/2025,2.21,50,6,1.18,1.69
10806,7/1/2025,0.3,51,6,0.02,0.41
10807,7/1/2025,3.17,46,3,5.95,2.66
10808,7/1/2025,4.5,54,4,2.09,0.28
10809,7/1/2025,0.87,74,7,4.75,0.76
10810,7/1/2025,0.84,51,2,0.4,0.35
10811,7/1/2025,15.15,61,4,11.37,0.48
10812,7/1/2025,1.78,37,3,1.71,2.2
10813,7/1/2025,0.25,73,5,3.05,1.63
10814,7/1/2025,10.87,70,1,1.54,0.28
10815,7/1/2025,8.29,68,3,3.31,0.56
10816,7/1/2025,7.25,58,0,1.78,2.47
10817,7/1/2025,0.58,58,8,3.65,1.02
10818,7/1/2025,15.56,62,2,11.37,2.38
10819,7/1/2025,3.9,58,4,4.88,0.86
10820,7/1/2025,0.91,49,5,2.86,0.62
10821,7/1/2025,6.04,76,4,2.09,1.29
10822,7/1/2025,7.47,75,6,1.18,2.93
10823,7/1/2025,7.23,54,5,3.93,1.1
10824,7/1/2025,5.93,56,3,0.79,0.16
10825,7/1/2025,1.21,56,3,6.98,1.45
10826,7/1/2025,4.78,57,7,1.67,2.22
10827,7/1/2025,2.15,53,5,7.15,0.9
10828,7/1/2025,0.91,82,4,5.72,0.55
10829,7/1/2025,17.03,86,8,15.13,0.73
10830,7/1/2025,1.6,39,8,1.63,0.03
10831,7/1/2025,3.83,66,8,6.06,1.12
10832,7/1/2025,0.75,54,3,8.46,0.72
10833,7/1/2025,4.26,48,3,1.65,0.87
10834,7/1/2025,3.58,44,1,3.65,0.07
10835,7/1/2025,8.32,74,6,3.13,0.9
10836,7/1/2025,11.25,58,5,4.29,0.68
10837,7/1/2025,0.6,45,7,1.27,1.45
10838,7/1/2025,3.6,67,13,8.12,0.17
10839,7/1/2025,4.41,71,3,0.69,0.07
10840,7/1/2025,20.41,46,6,2.22,0.91
10841,7/1/2025,1.27,70,4,14.68,0.46
10842,7/1/2025,1.89,49,7,0.21,0.02
10843,7/1/2025,4.17,46,5,0.88,0.78
10844,7/1/2025,5.67,55,7,0.8,0.16
10845,7/1/2025,7.92,74,1,3.16,0.68
10846,7/1/2025,1.44,35,8,1.22,0.09
10847,7/1/2025,7.42,66,4,1.52,0.89
10848,7/1/2025,8.8,56,3,4.64,1.07
10849,7/1/2025,2,51,6,9.79,0.02
10850,7/1/2025,3.15,64,7,2.88,0.02
10851,7/1/2025,12.98,88,5,5.38,0.17
10852,7/1/2025,2.31,45,6,2.28,1.55
10853,7/1/2025,8.25,61,5,10.57,0.04
10854,7/1/2025,5.63,60,5,0.89,2.46
10855,7/1/2025,1.18,55,7,1.56,1.05
10856,7/1/2025,0.82,42,5,1.33,0.25
10857,7/1/2025,11.69,92,7,1.25,0.94
10858,7/1/2025,7.26,75,8,9.57,2.19
10859,7/1/2025,2.79,71,4,10.19,0.32
10860,7/1/2025,4.75,68,3,4.75,1.16
10861,7/1/2025,2.98,50,5,2.75,0.4
10862,7/1/2025,2.83,66,3,2.58,0.24
10863,7/1/2025,5.68,59,6,0.36,0.3
10864,7/1/2025,3.23,90,6,7.75,0.25
10865,7/1/2025,1.35,40,6,0.32,0.87
10866,7/1/2025,7.83,88,7,7.47,0.88
10867,7/1/2025,14.43,64,4,0.97,0.58
10868,7/1/2025,5.53,85,3,6.05,0.44
10869,7/1/2025,7.08,72,4,1.11,0.34
10870,7/1/2025,5.67,55,4,0.97,3.57
10871,7/1/2025,1.79,45,5,0.91,0.22
10872,7/1/2025,5.03,38,3,6,0.04
10873,7/1/2025,3.1,51,3,6.77,0.82
10874,7/1/2025,15.98,84,4,12.52,1.53
10875,7/1/2025,1.47,47,4,0.2,3.6
10876,7/1/2025,5.72,57,5,4.18,1.03
10877,7/1/2025,2.72,62,5,9.62,1.55
10878,7/1/2025,2.69,60,6,0.26,2.41
10879,7/1/2025,3.48,50,7,6.1,0.63
10880,7/1/2025,4.7,61,3,3.88,0.38
10881,7/1/2025,5.58,64,4,6.26,1.18
10882,7/1/2025,2.43,55,1,1.57,1.82
10883,7/1/2025,1.54,79,2,5.14,3.37
10884,7/1/2025,1.36,46,3,0.22,1.89
10885,7/1/2025,6.38,59,7,0.95,0.79
10886,7/1/2025,4.19,57,5,8.74,0.8
10887,7/1/2025,2.34,58,4,0.84,4.85
10888,7/1/2025,3.44,44,4,0.44,0.24
10889,7/1/2025,7.88,78,5,1.34,0.19
10890,7/1/2025,4.01,48,7,0.85,0.17
10891,7/1/2025,14.91,48,6,15.52,0.97
10892,7/1/2025,6.96,60,1,0.13,2.47
10893,7/1/2025,0.42,43,5,2.24,0.22
10894,7/1/2025,5.1,61,3,1.85,1.34
10895,7/1/2025,4.67,69,6,10.68,0.92
10896,7/1/2025,0.37,47,4,0.29,8.54
10897,7/1/2025,4.75,78,6,3.36,0.7
10898,7/1/2025,10.14,68,5,4.2,1
10899,7/1/2025,23.95,72,3,0.74,0
10900,7/1/2025,6.14,44,6,0.13,0.07
10901,7/1/2025,1.37,49,10,0.27,0.14
10902,7/1/2025,5.67,55,5,1.64,1.61
10903,7/1/2025,1.28,67,6,7.27,1.05
10904,7/1/2025,1.07,46,5,2.15,1.04
10905,7/1/2025,1.73,60,5,3.59,0.58
10906,7/1/2025,3.44,66,5,5.93,0.96
10907,7/1/2025,4.01,69,5,3.95,0.13
10908,7/1/2025,7.21,45,1,2.93,0.46
10909,7/1/2025,1.03,38,8,4.47,0.63
10910,7/1/2025,2.04,43,3,0.95,0.62
10911,7/1/2025,0.83,39,4,5.07,0.93
10912,7/1/2025,5.05,55,2,7.62,0.55
10913,7/1/2025,4.85,65,5,2.37,0.24
10914,7/1/2025,8.3,61,8,0.68,0.22
10915,7/1/2025,2.06,51,4,0.09,0.31
10916,7/1/2025,2.41,59,7,1.31,0.44
10917,7/1/2025,3.65,43,3,1.45,0.11
10918,7/1/2025,1.17,68,8,4.15,0.77
10919,7/1/2025,3.82,60,4,0.2,2.27
