customer_id,campaign_id,offer_date,treatment_group,conversion,uplift_revenue_rupiah
3838,ComboBoost,2025-08-18,0,1,38593
23154,WA_Promo,2025-08-13,1,0,0
20440,HolidayOffer,2025-09-07,1,0,0
26462,GamePack,2025-09-02,0,0,0
10601,TopupCashback,2025-08-14,1,0,0
26207,ComboBoost,2025-07-06,0,1,26957
5646,GamePack,2025-09-18,0,0,0
24417,ComboBoost,2025-09-30,1,0,0
8766,GamePack,2025-08-02,1,0,0
29918,GamePack,2025-09-19,0,0,0
12038,HolidayOffer,2025-07-03,1,1,27277
5747,SocialPack,2025-07-16,0,0,0
18906,ComboBoost,2025-08-24,0,1,1840
10838,ComboBoost,2025-09-05,1,0,0
4562,SocialPack,2025-08-04,0,0,0
11346,GamePack,2025-08-04,0,0,0
15330,ComboBoost,2025-09-03,1,0,0
17422,WeekendBonus,2025-08-19,0,0,0
10852,TopupCashback,2025-07-08,1,0,0
23527,TopupCashback,2025-08-29,1,0,0
18299,HolidayOffer,2025-07-21,1,0,0
600,GamePack,2025-08-09,0,1,15686
29070,WeekendBonus,2025-08-15,1,1,48582
18794,WeekendBonus,2025-07-12,1,0,0
17906,ComboBoost,2025-09-07,0,0,0
17346,WA_Promo,2025-08-20,1,0,0
5591,GamePack,2025-07-23,0,1,49158
9521,WA_Promo,2025-08-21,0,0,0
13565,GamePack,2025-08-28,1,1,13400
20845,SocialPack,2025-09-27,1,0,0
14631,ComboBoost,2025-08-01,1,0,0
26622,ComboBoost,2025-08-04,1,0,0
25910,ComboBoost,2025-07-23,1,0,0
3360,ComboBoost,2025-07-13,1,0,0
15498,GamePack,2025-07-30,0,1,7323
11246,TopupCashback,2025-07-15,1,1,17755
15803,HolidayOffer,2025-07-09,1,0,0
21415,ComboBoost,2025-08-23,1,0,0
18589,WA_Promo,2025-08-31,1,0,0
16802,ComboBoost,2025-08-29,1,0,0
1021,GamePack,2025-09-04,0,1,34972
25610,GamePack,2025-08-26,1,0,0
4648,ComboBoost,2025-09-18,1,1,35851
6527,ComboBoost,2025-07-27,1,0,0
18828,GamePack,2025-08-20,0,0,0
8848,WeekendBonus,2025-09-15,0,0,0
7001,TopupCashback,2025-09-16,1,0,0
13702,WeekendBonus,2025-07-06,1,1,28129
19060,WeekendBonus,2025-08-31,0,0,0
28658,ComboBoost,2025-09-18,1,1,4696
16066,WeekendBonus,2025-08-07,1,0,0
441,WA_Promo,2025-09-22,1,0,0
12178,WA_Promo,2025-08-01,1,1,16689
27552,WA_Promo,2025-09-20,0,0,0
17442,TopupCashback,2025-07-24,0,0,0
20721,WA_Promo,2025-07-29,1,0,0
4940,HolidayOffer,2025-07-04,1,0,0
2224,TopupCashback,2025-08-17,1,0,0
21653,TopupCashback,2025-09-18,1,0,0
3987,GamePack,2025-07-03,1,0,0
6648,WA_Promo,2025-08-25,1,1,11610
5083,GamePack,2025-07-30,1,0,0
28903,WA_Promo,2025-09-28,1,0,0
9149,GamePack,2025-07-26,0,0,0
3729,ComboBoost,2025-07-24,1,0,0
23726,SocialPack,2025-07-23,1,0,0
2075,WA_Promo,2025-09-29,1,0,0
600,WeekendBonus,2025-09-24,1,0,0
3574,GamePack,2025-07-26,1,0,0
26269,WeekendBonus,2025-07-09,0,1,36916
1908,HolidayOffer,2025-07-07,1,0,0
24587,WA_Promo,2025-07-20,0,0,0
18917,GamePack,2025-08-26,1,0,0
19870,WeekendBonus,2025-07-29,1,0,0
24841,HolidayOffer,2025-08-11,0,1,39405
27069,HolidayOffer,2025-09-12,1,0,0
8846,GamePack,2025-08-18,1,0,0
24656,TopupCashback,2025-09-12,1,0,0
23548,GamePack,2025-07-02,1,0,0
27417,HolidayOffer,2025-09-11,1,0,0
14120,WA_Promo,2025-08-26,0,0,0
1419,TopupCashback,2025-07-03,1,0,0
24721,ComboBoost,2025-09-27,0,0,0
21977,TopupCashback,2025-08-19,1,0,0
29313,TopupCashback,2025-09-13,1,0,0
9409,WeekendBonus,2025-08-24,1,0,0
28394,TopupCashback,2025-08-07,1,0,0
11486,TopupCashback,2025-08-13,0,0,0
6617,TopupCashback,2025-09-06,1,0,0
7716,TopupCashback,2025-07-19,1,1,22102
483,WeekendBonus,2025-08-10,0,0,0
14621,WA_Promo,2025-08-04,1,1,35769
14986,ComboBoost,2025-09-21,1,0,0
4184,WA_Promo,2025-07-10,1,0,0
19917,TopupCashback,2025-09-03,1,0,0
19141,WA_Promo,2025-09-22,0,0,0
17994,WeekendBonus,2025-09-06,1,0,0
9984,GamePack,2025-07-03,1,0,0
10189,TopupCashback,2025-07-05,0,1,4505
4236,TopupCashback,2025-07-04,1,1,31203
10678,SocialPack,2025-07-21,0,0,0
9886,TopupCashback,2025-09-18,0,0,0
17325,HolidayOffer,2025-07-20,0,0,0
13330,TopupCashback,2025-07-16,1,1,12099
15727,HolidayOffer,2025-07-15,0,0,0
26695,TopupCashback,2025-07-31,1,0,0
26033,HolidayOffer,2025-09-10,0,0,0
28412,GamePack,2025-09-03,0,0,0
11029,ComboBoost,2025-07-11,1,0,0
7547,SocialPack,2025-08-06,1,0,0
19107,ComboBoost,2025-07-19,0,0,0
13970,WeekendBonus,2025-07-05,1,0,0
23905,WA_Promo,2025-09-20,0,0,0
6490,WeekendBonus,2025-08-08,1,0,0
12610,HolidayOffer,2025-07-07,1,0,0
29011,WA_Promo,2025-09-05,0,0,0
9163,TopupCashback,2025-07-09,0,0,0
5290,ComboBoost,2025-09-24,1,1,35112
15339,ComboBoost,2025-09-17,1,0,0
15208,GamePack,2025-08-27,1,0,0
21361,TopupCashback,2025-08-22,1,0,0
29458,TopupCashback,2025-09-19,0,0,0
2956,WeekendBonus,2025-08-28,0,0,0
24794,TopupCashback,2025-09-10,0,0,0
27209,WeekendBonus,2025-08-10,0,0,0
21762,TopupCashback,2025-08-23,1,0,0
24973,HolidayOffer,2025-07-25,1,0,0
21133,WeekendBonus,2025-08-06,0,1,31157
15357,TopupCashback,2025-07-29,1,0,0
15861,TopupCashback,2025-07-03,1,0,0
16070,TopupCashback,2025-08-02,1,0,0
10073,SocialPack,2025-09-30,0,0,0
4840,GamePack,2025-07-10,1,0,0
4089,ComboBoost,2025-07-17,1,0,0
339,HolidayOffer,2025-07-21,1,0,0
21905,TopupCashback,2025-08-07,1,0,0
17216,GamePack,2025-07-22,1,0,0
23687,GamePack,2025-07-11,1,0,0
19706,SocialPack,2025-08-15,1,0,0
11388,ComboBoost,2025-07-01,0,0,0
29330,SocialPack,2025-07-22,0,0,0
8551,GamePack,2025-08-23,0,0,0
29582,WeekendBonus,2025-07-10,1,0,0
18613,WA_Promo,2025-09-09,1,0,0
2942,TopupCashback,2025-08-16,0,1,6914
18275,HolidayOffer,2025-09-21,1,0,0
12718,TopupCashback,2025-09-18,0,1,35260
17068,TopupCashback,2025-08-15,1,0,0
7405,GamePack,2025-07-24,0,0,0
26929,HolidayOffer,2025-08-04,1,0,0
18735,WA_Promo,2025-08-01,1,1,23534
8424,WA_Promo,2025-07-02,0,1,37048
20406,HolidayOffer,2025-09-24,1,0,0
7615,TopupCashback,2025-08-05,0,0,0
13428,GamePack,2025-07-23,1,1,19513
1554,ComboBoost,2025-07-08,1,0,0
5087,HolidayOffer,2025-09-08,0,0,0
27911,TopupCashback,2025-09-28,1,0,0
24802,TopupCashback,2025-07-13,1,0,0
23519,ComboBoost,2025-09-15,1,1,6011
1607,TopupCashback,2025-09-29,1,0,0
1722,ComboBoost,2025-09-15,1,0,0
20904,TopupCashback,2025-09-13,0,0,0
13601,GamePack,2025-09-17,1,0,0
28182,WeekendBonus,2025-08-25,1,0,0
6000,ComboBoost,2025-08-08,1,0,0
6731,WeekendBonus,2025-08-04,0,0,0
20440,ComboBoost,2025-08-11,0,0,0
28571,SocialPack,2025-09-26,1,0,0
9149,SocialPack,2025-09-21,1,1,27726
21012,TopupCashback,2025-07-11,1,0,0
20336,WeekendBonus,2025-09-25,1,0,0
13552,WeekendBonus,2025-07-02,1,0,0
25075,GamePack,2025-09-11,0,0,0
26201,HolidayOffer,2025-08-06,0,0,0
5903,ComboBoost,2025-08-17,1,0,0
23406,SocialPack,2025-07-04,1,0,0
14002,WeekendBonus,2025-09-18,1,0,0
17266,TopupCashback,2025-08-27,0,0,0
25135,GamePack,2025-07-11,0,0,0
14997,TopupCashback,2025-07-01,1,1,12937
16956,TopupCashback,2025-08-10,1,1,14958
27995,ComboBoost,2025-08-20,1,0,0
14159,ComboBoost,2025-07-15,0,0,0
9336,GamePack,2025-09-14,0,0,0
7256,GamePack,2025-07-02,1,0,0
27366,GamePack,2025-07-31,0,0,0
19116,TopupCashback,2025-09-05,1,0,0
13122,TopupCashback,2025-08-21,0,0,0
23269,WeekendBonus,2025-09-13,1,0,0
25141,WA_Promo,2025-08-02,1,0,0
13600,WeekendBonus,2025-07-28,1,0,0
1386,WeekendBonus,2025-07-10,0,1,52664
21416,WeekendBonus,2025-08-01,1,0,0
4984,WeekendBonus,2025-08-08,1,0,0
5033,WeekendBonus,2025-09-23,1,0,0
11493,SocialPack,2025-08-26,1,0,0
6697,GamePack,2025-09-19,1,1,17971
4519,TopupCashback,2025-07-23,1,0,0
1839,WeekendBonus,2025-08-15,0,0,0
26535,TopupCashback,2025-08-11,0,0,0
24006,GamePack,2025-07-04,0,0,0
14437,ComboBoost,2025-08-01,1,0,0
28906,TopupCashback,2025-08-15,0,0,0
3885,TopupCashback,2025-08-05,0,0,0
3860,SocialPack,2025-07-21,1,0,0
28414,ComboBoost,2025-09-06,1,1,29459
11692,WeekendBonus,2025-08-17,0,0,0
29309,WeekendBonus,2025-09-17,1,0,0
22932,GamePack,2025-07-09,0,1,7290
19544,HolidayOffer,2025-08-03,1,0,0
25141,ComboBoost,2025-07-28,0,0,0
27135,WA_Promo,2025-09-08,1,0,0
21397,GamePack,2025-07-21,0,0,0
16108,HolidayOffer,2025-07-11,0,0,0
2679,SocialPack,2025-07-17,0,1,2966
19951,WeekendBonus,2025-08-26,0,0,0
24058,WeekendBonus,2025-07-26,0,0,0
15892,HolidayOffer,2025-07-15,1,0,0
9864,WeekendBonus,2025-07-06,1,0,0
7074,TopupCashback,2025-07-16,1,1,43566
3477,GamePack,2025-08-27,0,0,0
17934,ComboBoost,2025-08-11,0,0,0
14124,TopupCashback,2025-07-02,1,0,0
10717,WeekendBonus,2025-09-09,0,0,0
27604,TopupCashback,2025-09-25,1,0,0
6901,GamePack,2025-08-06,0,0,0
383,TopupCashback,2025-07-30,1,0,0
23175,WeekendBonus,2025-07-11,1,0,0
28708,TopupCashback,2025-09-17,1,0,0
10562,HolidayOffer,2025-09-10,1,0,0
1083,TopupCashback,2025-08-01,0,0,0
25797,WeekendBonus,2025-08-15,1,0,0
12295,WeekendBonus,2025-08-18,1,1,4131
13286,HolidayOffer,2025-07-26,0,0,0
10179,HolidayOffer,2025-07-10,1,0,0
11920,WA_Promo,2025-08-29,1,1,34941
21903,ComboBoost,2025-07-23,1,0,0
21722,WeekendBonus,2025-07-29,0,0,0
23843,TopupCashback,2025-09-25,1,0,0
9188,TopupCashback,2025-09-02,0,0,0
9722,TopupCashback,2025-08-05,1,0,0
7002,ComboBoost,2025-09-13,1,1,28591
20201,TopupCashback,2025-07-22,1,1,13614
16580,HolidayOffer,2025-07-05,1,1,7563
721,GamePack,2025-08-10,1,0,0
24424,ComboBoost,2025-08-06,0,0,0
1676,GamePack,2025-07-01,0,0,0
16086,WA_Promo,2025-08-07,1,0,0
5170,SocialPack,2025-07-07,1,1,8942
2785,ComboBoost,2025-08-13,1,1,37258
1289,TopupCashback,2025-08-19,1,0,0
12032,TopupCashback,2025-08-11,1,0,0
2671,TopupCashback,2025-08-17,1,0,0
29617,SocialPack,2025-09-26,1,1,7819
21051,WA_Promo,2025-09-23,1,0,0
25833,WeekendBonus,2025-09-16,1,0,0
9709,SocialPack,2025-09-11,1,1,12123
8871,WeekendBonus,2025-07-07,0,0,0
10425,ComboBoost,2025-08-23,1,0,0
16029,HolidayOffer,2025-08-06,1,0,0
20507,HolidayOffer,2025-09-10,0,0,0
14228,ComboBoost,2025-08-26,0,0,0
15431,TopupCashback,2025-08-17,0,1,20315
8,WeekendBonus,2025-09-27,1,0,0
24730,WA_Promo,2025-08-23,1,0,0
16280,ComboBoost,2025-09-06,1,0,0
10458,WA_Promo,2025-08-11,1,0,0
16572,WeekendBonus,2025-09-13,1,1,11464
2551,TopupCashback,2025-09-25,0,0,0
9059,SocialPack,2025-09-14,1,1,6700
3982,TopupCashback,2025-08-13,1,1,42101
22953,GamePack,2025-09-20,1,1,53871
2659,GamePack,2025-07-03,1,0,0
5850,ComboBoost,2025-07-16,1,0,0
16356,ComboBoost,2025-09-19,1,0,0
19102,TopupCashback,2025-07-05,1,0,0
6753,WeekendBonus,2025-09-10,0,0,0
11370,HolidayOffer,2025-09-06,0,1,26024
22116,ComboBoost,2025-07-07,1,0,0
353,TopupCashback,2025-08-30,0,0,0
28290,WA_Promo,2025-08-13,0,0,0
28131,ComboBoost,2025-08-11,1,0,0
25805,WeekendBonus,2025-07-02,1,1,19096
6150,WeekendBonus,2025-07-01,1,0,0
4476,ComboBoost,2025-07-16,0,0,0
25849,TopupCashback,2025-09-14,0,0,0
25844,TopupCashback,2025-09-02,1,1,10203
3088,SocialPack,2025-09-29,0,0,0
14221,WA_Promo,2025-07-19,0,0,0
29312,SocialPack,2025-08-29,1,0,0
782,SocialPack,2025-09-09,1,1,1930
7329,HolidayOffer,2025-07-01,1,0,0
5896,SocialPack,2025-08-26,1,0,0
5810,WA_Promo,2025-09-11,1,0,0
2987,HolidayOffer,2025-07-29,0,0,0
16745,HolidayOffer,2025-09-04,1,0,0
6796,GamePack,2025-08-14,1,0,0
12658,TopupCashback,2025-08-27,0,0,0
6411,HolidayOffer,2025-08-15,1,0,0
15671,WeekendBonus,2025-07-31,0,0,0
5499,TopupCashback,2025-08-11,0,0,0
18262,GamePack,2025-07-21,1,0,0
8261,ComboBoost,2025-08-23,0,0,0
7587,WeekendBonus,2025-07-12,0,0,0
14880,TopupCashback,2025-07-24,1,1,3713
7995,TopupCashback,2025-08-02,0,1,10144
14655,GamePack,2025-08-24,1,0,0
1897,TopupCashback,2025-08-15,1,0,0
21755,TopupCashback,2025-08-11,1,1,10416
1559,GamePack,2025-07-21,1,1,6457
20822,TopupCashback,2025-08-03,0,1,11203
28621,WeekendBonus,2025-09-03,1,0,0
4975,ComboBoost,2025-08-31,1,0,0
8668,HolidayOffer,2025-07-10,0,1,16353
12406,WeekendBonus,2025-09-07,1,0,0
23979,TopupCashback,2025-07-01,1,1,9697
10014,SocialPack,2025-07-08,0,0,0
20508,GamePack,2025-09-27,1,0,0
3034,HolidayOffer,2025-07-14,0,0,0
28973,WA_Promo,2025-07-09,1,0,0
29386,TopupCashback,2025-07-05,1,0,0
10294,SocialPack,2025-09-15,0,0,0
14996,HolidayOffer,2025-08-27,0,0,0
24069,ComboBoost,2025-08-25,0,0,0
15570,ComboBoost,2025-09-05,1,0,0
17705,ComboBoost,2025-07-26,0,0,0
25459,WeekendBonus,2025-07-12,1,1,10422
26414,ComboBoost,2025-07-03,0,0,0
1340,GamePack,2025-07-16,1,0,0
13865,GamePack,2025-08-16,1,0,0
19570,HolidayOffer,2025-07-29,1,0,0
20741,WeekendBonus,2025-08-07,0,1,18378
3114,WeekendBonus,2025-07-12,1,0,0
4650,WeekendBonus,2025-09-19,0,0,0
19629,SocialPack,2025-09-16,1,0,0
24324,ComboBoost,2025-09-27,1,0,0
29296,ComboBoost,2025-08-01,0,0,0
1567,WeekendBonus,2025-07-22,0,0,0
17907,ComboBoost,2025-07-02,0,0,0
7595,ComboBoost,2025-08-08,0,1,29072
7385,ComboBoost,2025-09-07,0,0,0
17148,ComboBoost,2025-08-28,1,0,0
22803,TopupCashback,2025-09-09,1,1,1884
4776,GamePack,2025-07-25,1,1,25609
4216,WeekendBonus,2025-08-01,1,1,41451
19867,SocialPack,2025-09-19,1,0,0
12846,GamePack,2025-07-11,0,0,0
5265,WeekendBonus,2025-08-10,1,0,0
1918,ComboBoost,2025-09-19,1,0,0
21355,TopupCashback,2025-09-10,1,0,0
24794,SocialPack,2025-08-05,1,0,0
14558,HolidayOffer,2025-09-06,1,0,0
9912,GamePack,2025-09-05,1,0,0
16363,HolidayOffer,2025-08-25,1,0,0
16531,HolidayOffer,2025-08-05,1,1,24369
19430,ComboBoost,2025-07-27,0,0,0
17992,TopupCashback,2025-09-22,1,0,0
11516,ComboBoost,2025-07-09,1,0,0
25355,WA_Promo,2025-09-17,1,0,0
5502,TopupCashback,2025-08-23,1,0,0
4681,WeekendBonus,2025-07-10,1,0,0
870,GamePack,2025-08-27,0,1,3414
15414,WeekendBonus,2025-08-30,0,0,0
2385,WeekendBonus,2025-08-27,1,0,0
4212,TopupCashback,2025-07-28,1,0,0
5971,HolidayOffer,2025-07-21,0,0,0
18522,GamePack,2025-08-27,0,0,0
8213,ComboBoost,2025-08-06,1,0,0
3635,ComboBoost,2025-09-18,1,0,0
15657,TopupCashback,2025-07-15,1,0,0
19961,ComboBoost,2025-07-07,0,0,0
19973,ComboBoost,2025-08-23,0,0,0
22523,ComboBoost,2025-09-14,1,0,0
28938,TopupCashback,2025-08-11,1,0,0
9471,TopupCashback,2025-09-04,1,0,0
17045,TopupCashback,2025-08-12,1,0,0
20837,WeekendBonus,2025-08-15,0,0,0
17308,SocialPack,2025-07-24,1,0,0
21025,HolidayOffer,2025-08-27,1,0,0
4123,GamePack,2025-07-27,1,0,0
3893,WA_Promo,2025-09-27,1,0,0
21746,TopupCashback,2025-08-30,0,0,0
11332,GamePack,2025-07-27,1,0,0
15490,WA_Promo,2025-08-29,1,0,0
19627,WeekendBonus,2025-07-02,1,0,0
4617,TopupCashback,2025-07-04,1,0,0
20554,ComboBoost,2025-07-26,1,0,0
20839,WeekendBonus,2025-07-31,0,0,0
1240,TopupCashback,2025-09-07,1,0,0
25434,WeekendBonus,2025-08-04,0,0,0
343,SocialPack,2025-08-13,1,0,0
16084,TopupCashback,2025-09-13,1,0,0
8387,SocialPack,2025-09-11,1,0,0
26546,TopupCashback,2025-09-11,1,0,0
5075,TopupCashback,2025-08-23,1,0,0
7058,ComboBoost,2025-08-05,1,0,0
4720,WA_Promo,2025-09-29,0,0,0
17226,GamePack,2025-09-09,0,0,0
3075,WA_Promo,2025-09-17,1,0,0
10208,GamePack,2025-07-20,1,0,0
26233,WeekendBonus,2025-09-13,1,0,0
11247,GamePack,2025-09-01,0,0,0
29342,WeekendBonus,2025-08-12,1,0,0
7543,GamePack,2025-08-27,1,0,0
12800,ComboBoost,2025-09-24,1,0,0
911,ComboBoost,2025-07-08,1,0,0
13750,TopupCashback,2025-07-27,1,0,0
5207,WeekendBonus,2025-07-23,0,0,0
28356,WeekendBonus,2025-08-15,0,0,0
29668,HolidayOffer,2025-07-07,1,0,0
20064,ComboBoost,2025-07-31,1,0,0
24512,TopupCashback,2025-07-11,1,0,0
4643,SocialPack,2025-08-22,1,0,0
6886,TopupCashback,2025-08-02,1,0,0
14000,ComboBoost,2025-09-24,0,0,0
17005,GamePack,2025-07-05,0,0,0
2039,WeekendBonus,2025-09-06,1,1,22676
15395,SocialPack,2025-08-05,1,1,17175
13493,WA_Promo,2025-09-24,1,0,0
11192,WA_Promo,2025-09-10,0,0,0
4125,WA_Promo,2025-09-18,0,0,0
26540,WeekendBonus,2025-09-09,1,0,0
10450,GamePack,2025-08-07,0,0,0
1462,TopupCashback,2025-07-24,0,0,0
29050,ComboBoost,2025-07-15,1,0,0
15512,ComboBoost,2025-07-28,1,0,0
8155,TopupCashback,2025-07-26,1,0,0
23781,SocialPack,2025-09-03,1,0,0
19814,ComboBoost,2025-08-26,1,0,0
25350,SocialPack,2025-07-19,0,0,0
13687,HolidayOffer,2025-09-16,1,1,21544
18837,TopupCashback,2025-08-13,1,0,0
21725,GamePack,2025-08-25,1,0,0
785,WA_Promo,2025-09-25,1,1,12543
28951,SocialPack,2025-09-08,1,1,15564
26720,SocialPack,2025-07-02,1,1,42421
24257,GamePack,2025-07-03,1,1,31830
24121,WA_Promo,2025-07-24,1,0,0
7657,GamePack,2025-09-05,1,0,0
7993,HolidayOffer,2025-07-03,1,0,0
28723,ComboBoost,2025-09-03,0,0,0
24990,WeekendBonus,2025-07-31,1,1,9340
17270,ComboBoost,2025-08-13,0,0,0
11247,ComboBoost,2025-08-21,1,0,0
25351,WA_Promo,2025-08-10,1,0,0
27221,HolidayOffer,2025-08-28,1,0,0
19833,ComboBoost,2025-09-21,1,1,38248
21969,SocialPack,2025-07-03,1,0,0
25368,HolidayOffer,2025-08-04,1,1,8139
25749,WA_Promo,2025-09-03,0,0,0
16546,TopupCashback,2025-07-25,1,1,51902
4981,TopupCashback,2025-07-13,0,0,0
1674,GamePack,2025-09-17,0,0,0
5498,GamePack,2025-08-27,1,0,0
6092,WA_Promo,2025-09-08,0,0,0
23848,GamePack,2025-09-05,0,0,0
10109,SocialPack,2025-08-17,1,0,0
23240,ComboBoost,2025-08-12,1,1,7533
3551,WeekendBonus,2025-07-29,1,1,8287
3756,GamePack,2025-09-27,1,0,0
27657,ComboBoost,2025-07-26,1,1,30199
11915,TopupCashback,2025-08-25,0,0,0
8042,ComboBoost,2025-07-01,1,1,30849
11108,WeekendBonus,2025-07-04,1,0,0
8023,WA_Promo,2025-09-14,1,0,0
15077,ComboBoost,2025-07-28,0,0,0
10072,HolidayOffer,2025-08-06,1,0,0
29317,GamePack,2025-09-27,1,0,0
18741,TopupCashback,2025-09-28,0,1,13545
25950,ComboBoost,2025-07-27,1,1,1371
16303,GamePack,2025-09-21,1,0,0
10942,WeekendBonus,2025-08-03,1,0,0
890,HolidayOffer,2025-08-13,1,0,0
20594,ComboBoost,2025-08-15,0,0,0
11022,TopupCashback,2025-07-04,1,1,28630
12297,ComboBoost,2025-09-24,1,0,0
8359,HolidayOffer,2025-09-15,0,0,0
9300,TopupCashback,2025-08-13,1,0,0
10542,TopupCashback,2025-08-28,1,0,0
27770,WeekendBonus,2025-08-26,1,0,0
2458,TopupCashback,2025-09-30,1,0,0
5400,TopupCashback,2025-09-16,0,1,3547
21486,HolidayOffer,2025-09-26,1,1,11409
17300,HolidayOffer,2025-08-25,1,0,0
18209,TopupCashback,2025-09-18,1,0,0
19673,GamePack,2025-08-21,0,0,0
29066,HolidayOffer,2025-09-12,1,0,0
27959,GamePack,2025-07-22,1,0,0
3127,HolidayOffer,2025-09-19,0,0,0
17976,GamePack,2025-08-06,1,0,0
18541,GamePack,2025-07-11,1,0,0
15390,SocialPack,2025-09-28,0,0,0
25932,HolidayOffer,2025-08-18,1,0,0
3591,ComboBoost,2025-07-25,0,0,0
9763,WeekendBonus,2025-08-02,1,0,0
7222,GamePack,2025-09-22,0,0,0
4313,HolidayOffer,2025-09-07,1,0,0
17368,TopupCashback,2025-08-02,1,0,0
29490,ComboBoost,2025-07-29,1,1,40755
5004,ComboBoost,2025-07-25,0,0,0
24162,GamePack,2025-07-23,1,0,0
19596,WeekendBonus,2025-08-14,1,1,2339
25015,ComboBoost,2025-07-24,1,0,0
23513,GamePack,2025-09-21,1,0,0
29937,TopupCashback,2025-09-17,1,0,0
22469,TopupCashback,2025-09-23,1,0,0
18191,WeekendBonus,2025-09-21,1,0,0
3879,WeekendBonus,2025-07-29,1,0,0
12991,GamePack,2025-08-22,0,1,14211
11748,TopupCashback,2025-07-29,0,0,0
18906,WA_Promo,2025-08-17,1,0,0
4155,ComboBoost,2025-07-23,0,0,0
11179,GamePack,2025-09-01,0,1,398
27038,WeekendBonus,2025-09-08,1,0,0
12509,TopupCashback,2025-08-18,1,0,0
23160,HolidayOffer,2025-07-14,1,1,7933
4808,TopupCashback,2025-07-06,1,0,0
17707,TopupCashback,2025-09-26,0,1,33628
7750,ComboBoost,2025-09-17,0,0,0
10124,WeekendBonus,2025-08-16,1,1,5071
21133,ComboBoost,2025-07-17,1,0,0
4434,TopupCashback,2025-07-16,1,0,0
26763,GamePack,2025-07-04,0,1,1403
17737,TopupCashback,2025-09-22,1,0,0
15743,WeekendBonus,2025-07-03,0,0,0
14138,HolidayOffer,2025-09-08,1,0,0
1815,WA_Promo,2025-08-08,0,0,0
4567,TopupCashback,2025-09-19,1,0,0
7859,SocialPack,2025-08-23,1,1,32934
24113,GamePack,2025-07-01,1,0,0
4474,WeekendBonus,2025-08-22,1,0,0
23689,HolidayOffer,2025-09-08,1,0,0
20496,WeekendBonus,2025-08-01,1,0,0
10923,HolidayOffer,2025-09-19,1,0,0
25066,ComboBoost,2025-07-30,1,0,0
5720,ComboBoost,2025-07-02,1,0,0
28402,ComboBoost,2025-07-02,1,1,3909
1794,ComboBoost,2025-07-14,1,0,0
23330,WeekendBonus,2025-07-20,0,1,20492
23665,TopupCashback,2025-09-11,0,1,21728
17168,TopupCashback,2025-07-02,0,0,0
28542,TopupCashback,2025-08-22,0,0,0
21425,TopupCashback,2025-08-23,1,0,0
20531,ComboBoost,2025-07-16,1,0,0
376,WA_Promo,2025-08-23,0,0,0
8595,WeekendBonus,2025-07-18,1,0,0
5607,TopupCashback,2025-08-09,1,0,0
17420,WeekendBonus,2025-08-31,1,0,0
4700,WeekendBonus,2025-07-12,0,0,0
19910,WA_Promo,2025-07-24,1,0,0
761,WA_Promo,2025-07-02,0,0,0
13893,HolidayOffer,2025-08-13,1,0,0
15853,GamePack,2025-07-08,1,0,0
20690,TopupCashback,2025-07-08,0,1,6241
9089,GamePack,2025-08-22,0,0,0
9905,TopupCashback,2025-09-05,1,1,33148
21861,SocialPack,2025-08-12,0,0,0
14763,WeekendBonus,2025-09-13,0,0,0
479,TopupCashback,2025-09-12,1,1,48231
15169,TopupCashback,2025-08-23,0,1,4628
2857,TopupCashback,2025-09-17,1,0,0
12581,WeekendBonus,2025-09-28,0,0,0
22225,WeekendBonus,2025-09-09,0,1,14428
29363,WeekendBonus,2025-09-04,1,0,0
10348,SocialPack,2025-08-23,1,0,0
2552,WeekendBonus,2025-09-13,1,0,0
28946,SocialPack,2025-08-03,0,0,0
21395,TopupCashback,2025-09-10,1,1,13692
16252,ComboBoost,2025-08-20,1,1,5791
25356,WeekendBonus,2025-07-23,1,0,0
14519,ComboBoost,2025-07-20,0,0,0
17183,SocialPack,2025-07-14,1,1,32709
15661,GamePack,2025-07-13,0,0,0
28229,WA_Promo,2025-09-29,0,0,0
7680,TopupCashback,2025-09-14,1,0,0
8648,TopupCashback,2025-07-17,0,0,0
5839,ComboBoost,2025-08-23,0,0,0
2428,ComboBoost,2025-09-15,0,1,12996
11557,ComboBoost,2025-08-19,1,1,19899
4750,TopupCashback,2025-08-13,0,0,0
21828,TopupCashback,2025-07-27,1,1,20316
25918,HolidayOffer,2025-09-14,1,0,0
17846,ComboBoost,2025-07-22,1,1,19825
10407,HolidayOffer,2025-07-22,0,0,0
1660,TopupCashback,2025-09-29,0,1,43461
1510,ComboBoost,2025-08-28,1,1,47243
13614,WeekendBonus,2025-09-24,0,1,19104
15592,ComboBoost,2025-09-10,0,0,0
29558,SocialPack,2025-08-21,1,0,0
22129,TopupCashback,2025-09-30,1,0,0
208,TopupCashback,2025-07-06,1,0,0
25441,WeekendBonus,2025-07-26,0,0,0
28088,GamePack,2025-09-15,0,0,0
25203,TopupCashback,2025-07-16,0,0,0
23426,GamePack,2025-08-06,1,0,0
9166,SocialPack,2025-08-12,1,0,0
19054,WA_Promo,2025-07-24,1,0,0
9973,WeekendBonus,2025-07-23,1,0,0
16971,GamePack,2025-09-03,1,0,0
11240,HolidayOffer,2025-08-29,1,0,0
17519,SocialPack,2025-08-12,0,0,0
12469,ComboBoost,2025-07-06,1,0,0
6165,WeekendBonus,2025-08-10,1,0,0
15037,HolidayOffer,2025-08-03,1,0,0
