customer_id,complaint_date,complaint_type,resolution_time_hours,resolved
4557,2025-09-15,billing,65,1
27560,2025-09-29,coverage,33,1
17727,2025-08-12,sms_issue,14,1
27801,2025-07-16,coverage,21,1
28195,2025-09-04,billing,43,1
176,2025-08-27,coverage,1,0
5260,2025-08-24,internet_speed,26,1
4379,2025-09-28,sms_issue,20,0
22326,2025-08-19,handover,30,1
10429,2025-07-03,app_issue,28,1
28367,2025-08-22,voice_call,21,1
13672,2025-08-15,coverage,23,0
16041,2025-07-04,billing,35,1
15158,2025-09-04,sms_issue,37,1
13402,2025-09-25,app_issue,22,1
21202,2025-07-13,voice_call,40,0
21162,2025-09-02,billing,45,1
11361,2025-08-22,voice_call,18,0
9777,2025-09-16,internet_speed,41,1
8305,2025-08-04,voice_call,31,1
5602,2025-09-17,coverage,19,0
21587,2025-08-26,voice_call,3,1
27324,2025-09-12,wa_call_issue,20,1
11430,2025-09-18,handover,23,1
16580,2025-07-21,internet_speed,31,1
19577,2025-09-10,coverage,26,1
168,2025-09-28,voice_call,27,0
1821,2025-07-19,coverage,14,1
11080,2025-07-05,app_issue,45,1
4440,2025-09-23,coverage,14,1
12106,2025-07-12,voice_call,45,1
474,2025-09-26,coverage,31,1
15500,2025-07-27,billing,56,1
15247,2025-08-27,voice_call,27,0
14539,2025-07-05,wa_call_issue,15,1
10223,2025-09-17,internet_speed,49,1
12698,2025-07-08,voice_call,18,1
8074,2025-07-19,voice_call,33,0
27772,2025-07-09,voice_call,28,1
10155,2025-07-28,coverage,33,1
15723,2025-09-25,internet_speed,43,1
7214,2025-09-04,voice_call,16,1
23473,2025-07-20,coverage,35,0
4077,2025-09-08,billing,47,0
16524,2025-07-16,coverage,39,1
5283,2025-07-14,wa_call_issue,21,1
15198,2025-08-18,internet_speed,17,1
8838,2025-07-19,internet_speed,19,0
19022,2025-08-02,sms_issue,25,1
22645,2025-09-04,internet_speed,41,0
3169,2025-07-09,billing,56,0
22832,2025-07-15,internet_speed,15,1
13767,2025-07-16,coverage,27,0
12235,2025-08-29,billing,45,0
28700,2025-07-08,coverage,33,1
25008,2025-09-18,internet_speed,26,1
5848,2025-09-09,voice_call,41,1
2480,2025-09-04,coverage,34,1
20593,2025-08-05,internet_speed,26,1
25044,2025-07-02,voice_call,5,0
2945,2025-08-15,internet_speed,16,1
2288,2025-08-16,app_issue,27,1
21251,2025-09-10,voice_call,35,0
23033,2025-09-15,app_issue,13,0
25801,2025-08-01,coverage,17,0
15022,2025-07-30,internet_speed,27,1
22650,2025-09-06,internet_speed,19,0
25699,2025-09-17,coverage,29,1
4837,2025-07-02,wa_call_issue,21,1
19026,2025-07-04,billing,55,1
11858,2025-07-05,wa_call_issue,43,1
27014,2025-09-09,coverage,32,1
29122,2025-07-27,wa_call_issue,38,1
10610,2025-09-17,internet_speed,17,1
17933,2025-09-24,voice_call,30,1
15557,2025-07-20,coverage,20,0
15120,2025-09-22,coverage,18,0
25679,2025-07-15,sms_issue,17,1
11078,2025-09-05,internet_speed,18,1
9909,2025-09-24,internet_speed,45,1
15476,2025-08-22,coverage,45,0
7927,2025-07-30,internet_speed,14,0
20616,2025-07-19,coverage,29,0
1557,2025-08-15,billing,58,1
1050,2025-08-18,coverage,4,1
14625,2025-09-17,voice_call,18,0
1988,2025-09-18,coverage,40,1
28603,2025-09-02,coverage,27,1
15317,2025-07-19,internet_speed,22,1
15432,2025-08-04,app_issue,26,0
24639,2025-07-03,voice_call,48,1
2698,2025-07-31,billing,75,1
15568,2025-07-03,handover,22,1
27258,2025-09-09,coverage,16,1
21519,2025-09-02,billing,36,1
9993,2025-09-08,voice_call,30,1
21026,2025-07-22,voice_call,16,1
22443,2025-08-14,voice_call,12,1
5814,2025-07-30,voice_call,24,1
3355,2025-07-17,sms_issue,1,1
15796,2025-07-06,handover,22,1
14729,2025-08-30,voice_call,23,0
27451,2025-08-02,voice_call,20,1
705,2025-09-27,internet_speed,7,1
8456,2025-09-26,internet_speed,14,1
16232,2025-09-28,internet_speed,40,0
19109,2025-07-08,coverage,27,0
5247,2025-09-05,coverage,27,1
25452,2025-07-22,wa_call_issue,29,1
28084,2025-09-28,internet_speed,30,0
7304,2025-09-09,handover,17,0
10570,2025-07-29,voice_call,31,1
29849,2025-09-12,voice_call,17,1
6860,2025-07-18,coverage,28,1
7711,2025-09-30,voice_call,27,1
20518,2025-07-22,internet_speed,14,1
5577,2025-08-04,internet_speed,11,1
10592,2025-08-05,handover,13,1
1297,2025-09-05,voice_call,32,0
4713,2025-09-02,app_issue,27,1
29609,2025-07-07,billing,51,1
17371,2025-07-11,sms_issue,23,1
23466,2025-07-30,internet_speed,37,1
3910,2025-09-07,voice_call,6,1
25113,2025-08-02,billing,57,1
10655,2025-07-06,wa_call_issue,28,0
9802,2025-07-08,internet_speed,7,1
22249,2025-07-18,billing,52,1
25209,2025-07-16,voice_call,17,0
9267,2025-07-30,internet_speed,12,1
10186,2025-08-12,app_issue,29,1
17253,2025-09-05,coverage,28,1
25674,2025-07-18,handover,24,1
20149,2025-09-10,coverage,14,1
25927,2025-09-07,internet_speed,16,1
29417,2025-08-13,internet_speed,25,0
7865,2025-08-19,wa_call_issue,2,1
24450,2025-09-15,voice_call,16,1
27508,2025-09-04,sms_issue,16,0
3663,2025-09-13,billing,39,1
15687,2025-08-21,coverage,13,0
14709,2025-08-16,app_issue,5,1
23120,2025-09-14,wa_call_issue,37,1
27717,2025-08-12,billing,61,0
20360,2025-09-08,coverage,27,1
11016,2025-07-16,wa_call_issue,3,1
25624,2025-07-07,internet_speed,9,1
16550,2025-09-24,internet_speed,22,1
26012,2025-08-26,internet_speed,20,1
1403,2025-09-01,coverage,24,0
11160,2025-09-27,internet_speed,38,1
10100,2025-08-10,voice_call,43,0
3435,2025-09-19,coverage,53,1
1312,2025-07-20,app_issue,29,1
23148,2025-07-13,coverage,32,1
3509,2025-09-03,handover,13,1
29424,2025-09-07,voice_call,17,0
17563,2025-07-25,billing,50,1
4911,2025-09-07,sms_issue,17,0
28788,2025-08-20,coverage,17,1
26066,2025-07-23,billing,50,1
16945,2025-07-24,billing,58,1
15785,2025-09-08,coverage,30,1
5897,2025-07-06,coverage,14,1
19367,2025-08-07,sms_issue,3,1
19458,2025-08-21,coverage,15,1
3495,2025-09-17,internet_speed,28,1
28494,2025-08-09,billing,57,1
2223,2025-07-16,coverage,12,1
17,2025-07-10,coverage,30,1
25330,2025-08-04,internet_speed,13,1
9943,2025-09-13,billing,34,1
6698,2025-09-14,coverage,34,1
27063,2025-07-21,voice_call,3,1
28253,2025-08-17,app_issue,19,1
11087,2025-09-13,voice_call,13,0
24129,2025-07-24,coverage,20,1
12948,2025-08-28,internet_speed,48,1
28633,2025-07-02,coverage,32,1
21573,2025-09-04,wa_call_issue,17,1
4089,2025-07-08,internet_speed,25,1
16953,2025-07-14,sms_issue,40,1
29486,2025-08-24,billing,60,1
8031,2025-08-28,coverage,34,0
10905,2025-08-27,wa_call_issue,39,1
24517,2025-08-15,billing,24,1
2748,2025-07-15,billing,53,1
10978,2025-09-01,coverage,0,0
240,2025-08-20,app_issue,45,1
9696,2025-07-20,coverage,35,1
17937,2025-08-29,coverage,32,1
3005,2025-09-06,coverage,43,1
8501,2025-08-28,sms_issue,34,1
22612,2025-07-13,coverage,28,1
18640,2025-07-10,internet_speed,30,0
9835,2025-09-02,coverage,18,1
19203,2025-07-09,wa_call_issue,14,1
24107,2025-07-22,internet_speed,25,1
28029,2025-09-17,sms_issue,23,0
11906,2025-08-07,internet_speed,30,0
24698,2025-09-22,sms_issue,15,1
8839,2025-08-23,coverage,12,1
6459,2025-08-11,coverage,27,0
26054,2025-08-03,handover,27,0
6885,2025-08-31,voice_call,20,1
23551,2025-08-01,app_issue,21,1
28910,2025-08-18,coverage,30,1
4191,2025-09-03,handover,6,0
19266,2025-09-27,coverage,34,0
14601,2025-08-17,internet_speed,27,0
17237,2025-09-06,internet_speed,24,0
12611,2025-09-20,billing,43,1
24067,2025-09-15,internet_speed,61,1
15486,2025-08-06,app_issue,29,1
8213,2025-09-15,voice_call,30,1
5489,2025-09-17,internet_speed,14,0
8446,2025-07-23,voice_call,27,1
8745,2025-09-09,coverage,5,0
29730,2025-09-08,internet_speed,20,0
12210,2025-09-11,internet_speed,22,0
2651,2025-08-06,internet_speed,11,1
15507,2025-09-28,internet_speed,32,1
1374,2025-08-26,internet_speed,20,1
10278,2025-08-23,coverage,2,1
2316,2025-07-23,app_issue,25,1
18724,2025-07-13,app_issue,30,1
27696,2025-09-29,coverage,26,1
14285,2025-08-29,app_issue,25,1
13056,2025-08-09,wa_call_issue,30,1
14068,2025-09-28,sms_issue,25,1
10895,2025-09-04,voice_call,34,0
16779,2025-07-11,sms_issue,21,1
25162,2025-07-25,voice_call,25,1
15025,2025-08-26,coverage,22,1
4577,2025-09-30,coverage,33,1
14500,2025-08-07,coverage,16,1
17451,2025-07-28,voice_call,31,1
17443,2025-07-05,internet_speed,4,1
20452,2025-09-02,coverage,33,0
25488,2025-08-23,coverage,32,1
1595,2025-09-01,sms_issue,33,1
1320,2025-08-15,internet_speed,20,0
12744,2025-09-08,internet_speed,22,1
27060,2025-08-20,billing,48,1
12041,2025-09-19,wa_call_issue,14,1
2306,2025-09-17,voice_call,27,1
23073,2025-07-01,wa_call_issue,49,1
6135,2025-07-13,coverage,14,1
23679,2025-09-22,voice_call,31,1
14185,2025-08-28,coverage,8,1
17844,2025-09-03,coverage,16,1
29409,2025-08-05,internet_speed,19,1
12480,2025-09-29,coverage,28,0
10953,2025-08-11,internet_speed,24,1
26788,2025-08-19,coverage,25,1
7799,2025-09-09,coverage,32,1
12728,2025-08-28,internet_speed,36,1
8957,2025-08-30,internet_speed,19,1
622,2025-09-14,internet_speed,19,1
4110,2025-09-19,coverage,25,0
28119,2025-09-11,coverage,30,0
9897,2025-07-16,internet_speed,38,1
18806,2025-09-20,internet_speed,29,1
1019,2025-09-28,sms_issue,40,1
2160,2025-09-02,coverage,18,1
14919,2025-08-26,app_issue,22,1
23739,2025-07-10,internet_speed,19,1
980,2025-07-18,billing,42,1
17491,2025-09-22,internet_speed,39,0
20546,2025-08-06,app_issue,54,1
7117,2025-08-08,coverage,50,0
27100,2025-08-31,coverage,23,1
12764,2025-08-08,internet_speed,18,1
3926,2025-09-26,billing,56,1
29605,2025-07-21,coverage,41,1
3172,2025-07-25,internet_speed,4,1
16694,2025-09-09,handover,14,1
5737,2025-09-09,internet_speed,0,1
29273,2025-07-30,voice_call,20,1
9683,2025-07-29,voice_call,15,0
24306,2025-08-02,app_issue,21,1
5074,2025-07-25,billing,24,0
21593,2025-07-19,voice_call,53,0
25694,2025-09-19,internet_speed,15,1
17450,2025-08-28,billing,65,1
2787,2025-07-09,billing,49,0
11723,2025-08-19,internet_speed,28,1
21134,2025-09-11,coverage,26,1
27262,2025-09-13,sms_issue,22,1
2374,2025-09-06,handover,25,1
21404,2025-07-06,wa_call_issue,1,1
13358,2025-09-16,internet_speed,36,1
25984,2025-08-05,billing,27,1
2279,2025-09-27,wa_call_issue,49,1
26902,2025-08-22,coverage,34,1
26055,2025-07-08,coverage,23,1
2076,2025-09-03,internet_speed,21,1
21361,2025-08-06,voice_call,25,1
9989,2025-08-24,voice_call,32,1
1415,2025-08-17,voice_call,34,1
10762,2025-08-01,coverage,29,1
12372,2025-09-20,handover,20,1
205,2025-07-10,voice_call,39,1
23928,2025-08-24,sms_issue,18,1
4072,2025-08-20,app_issue,32,1
2979,2025-07-08,app_issue,38,1
29759,2025-09-19,app_issue,32,1
12763,2025-07-08,coverage,34,1
16774,2025-07-27,app_issue,32,1
21787,2025-09-03,voice_call,9,1
22245,2025-08-24,voice_call,9,1
16408,2025-07-01,wa_call_issue,2,0
14945,2025-09-27,wa_call_issue,8,0
1026,2025-08-09,wa_call_issue,25,1
24445,2025-08-02,coverage,9,1
16469,2025-09-14,app_issue,22,1
21013,2025-09-09,internet_speed,25,0
4130,2025-07-10,internet_speed,30,1
1915,2025-08-16,internet_speed,21,1
9084,2025-08-03,internet_speed,24,1
18285,2025-09-04,sms_issue,46,1
18834,2025-07-01,billing,33,1
20795,2025-07-09,coverage,37,1
566,2025-07-09,billing,28,1
7536,2025-08-22,handover,15,1
10659,2025-09-02,app_issue,31,1
2002,2025-09-20,billing,68,1
14366,2025-08-24,internet_speed,5,1
21370,2025-09-17,voice_call,24,1
29472,2025-09-05,sms_issue,25,0
18417,2025-08-25,coverage,24,1
14277,2025-07-23,billing,30,1
2615,2025-08-27,app_issue,24,1
16805,2025-09-28,coverage,29,1
21701,2025-09-03,voice_call,10,1
14388,2025-08-01,coverage,30,0
20471,2025-08-27,voice_call,15,1
858,2025-08-10,internet_speed,23,1
6308,2025-07-06,coverage,17,1
7412,2025-09-09,app_issue,17,0
5686,2025-08-31,billing,25,0
8747,2025-09-27,internet_speed,7,1
26943,2025-08-20,billing,39,1
17726,2025-08-31,coverage,22,1
6702,2025-07-18,internet_speed,1,1
27231,2025-08-10,voice_call,18,0
12807,2025-07-04,voice_call,26,1
9892,2025-08-26,coverage,14,1
10503,2025-09-13,wa_call_issue,13,0
23636,2025-09-18,coverage,17,1
25388,2025-07-20,internet_speed,29,0
19490,2025-09-05,coverage,1,1
3380,2025-07-21,voice_call,29,0
19742,2025-07-10,billing,44,1
16237,2025-07-30,voice_call,38,1
21208,2025-08-22,internet_speed,14,1
2640,2025-08-04,coverage,0,1
8922,2025-08-08,coverage,19,1
14904,2025-07-29,internet_speed,26,1
15712,2025-09-13,voice_call,27,1
16358,2025-09-27,internet_speed,11,1
29772,2025-07-01,coverage,38,1
17389,2025-08-11,voice_call,29,1
23903,2025-09-23,coverage,18,1
561,2025-08-31,coverage,38,1
11582,2025-08-20,coverage,35,1
27401,2025-09-24,coverage,66,1
19342,2025-07-28,internet_speed,23,1
11415,2025-07-05,coverage,6,1
18343,2025-09-04,handover,17,1
5433,2025-08-29,coverage,14,1
13507,2025-09-12,coverage,25,1
14210,2025-07-27,app_issue,21,1
28510,2025-07-06,sms_issue,15,1
18132,2025-09-10,internet_speed,2,1
23230,2025-08-16,internet_speed,28,1
25984,2025-07-15,coverage,16,1
24531,2025-07-19,wa_call_issue,37,1
18065,2025-07-28,internet_speed,40,1
18828,2025-07-29,billing,74,1
28608,2025-07-24,billing,50,0
12763,2025-07-09,coverage,30,1
28791,2025-09-16,app_issue,9,1
717,2025-09-25,coverage,41,0
4257,2025-07-31,billing,58,1
16779,2025-08-05,app_issue,35,1
9807,2025-07-24,app_issue,50,1
17088,2025-09-02,coverage,37,0
29279,2025-07-25,coverage,7,1
25798,2025-07-08,sms_issue,35,1
13969,2025-08-10,voice_call,24,1
21415,2025-07-02,coverage,49,1
22927,2025-08-09,billing,23,1
23986,2025-07-06,wa_call_issue,9,1
10129,2025-08-24,billing,35,1
5103,2025-07-15,billing,38,1
7850,2025-09-14,coverage,40,1
23266,2025-09-23,coverage,8,1
17114,2025-09-25,billing,71,1
3996,2025-07-26,internet_speed,39,1
4151,2025-07-28,sms_issue,12,1
20840,2025-07-30,coverage,32,1
26233,2025-07-25,coverage,48,1
604,2025-07-10,coverage,25,1
20730,2025-09-25,internet_speed,18,1
9163,2025-09-26,billing,32,1
7232,2025-09-28,app_issue,19,1
3682,2025-07-31,app_issue,39,1
14340,2025-07-02,internet_speed,13,1
29396,2025-09-02,coverage,29,0
22722,2025-07-30,billing,32,1
28906,2025-09-11,billing,62,1
29315,2025-08-25,internet_speed,41,1
18218,2025-07-10,billing,54,0
2834,2025-07-21,internet_speed,17,1
27402,2025-09-22,app_issue,9,0
28678,2025-07-26,coverage,21,1
17430,2025-09-08,voice_call,0,1
28764,2025-09-15,coverage,13,0
28998,2025-07-03,sms_issue,29,1
27879,2025-08-03,voice_call,15,1
20334,2025-08-21,internet_speed,45,1
28908,2025-08-09,coverage,35,1
10545,2025-09-12,internet_speed,30,1
2801,2025-07-15,coverage,28,1
11100,2025-09-08,coverage,6,1
16422,2025-08-24,internet_speed,8,1
12440,2025-07-05,sms_issue,20,1
15188,2025-07-03,voice_call,17,1
11570,2025-08-18,wa_call_issue,50,0
18675,2025-09-04,voice_call,12,1
7464,2025-08-16,coverage,20,1
6998,2025-09-30,internet_speed,35,1
25782,2025-07-06,voice_call,39,1
26859,2025-07-07,coverage,38,1
2964,2025-08-05,internet_speed,17,1
21170,2025-08-19,internet_speed,13,1
23174,2025-08-12,billing,37,1
7963,2025-07-28,sms_issue,19,1
4784,2025-08-07,sms_issue,20,1
12562,2025-08-10,app_issue,21,1
2308,2025-08-19,internet_speed,36,0
12364,2025-09-05,billing,66,1
17814,2025-09-14,handover,29,0
16041,2025-09-28,coverage,23,0
3028,2025-08-05,coverage,38,1
15742,2025-09-17,coverage,17,1
27346,2025-07-18,billing,49,1
26915,2025-08-02,coverage,27,0
19741,2025-09-15,sms_issue,21,1
21059,2025-09-08,voice_call,31,1
7384,2025-07-06,handover,34,1
11173,2025-07-09,voice_call,13,0
19909,2025-08-12,sms_issue,20,1
20525,2025-09-03,coverage,16,0
25396,2025-08-01,app_issue,31,1
14642,2025-09-24,voice_call,38,1
441,2025-09-16,app_issue,10,1
17026,2025-07-30,handover,10,1
24476,2025-07-05,app_issue,17,1
8850,2025-07-11,wa_call_issue,11,1
1075,2025-09-14,billing,61,1
7872,2025-08-18,internet_speed,18,1
5917,2025-09-21,sms_issue,21,1
1833,2025-09-25,billing,61,1
4383,2025-07-25,internet_speed,27,1
13102,2025-07-31,sms_issue,22,1
18834,2025-09-01,sms_issue,9,1
28554,2025-09-20,voice_call,31,1
12687,2025-08-30,coverage,19,1
8564,2025-08-19,billing,62,1
3564,2025-09-16,app_issue,10,1
12033,2025-08-09,sms_issue,11,1
29694,2025-08-04,internet_speed,23,1
4257,2025-07-13,coverage,40,0
8976,2025-07-28,internet_speed,27,0
27150,2025-07-19,coverage,17,0
16255,2025-09-06,wa_call_issue,19,1
12674,2025-09-27,coverage,46,1
19972,2025-09-15,wa_call_issue,24,1
13686,2025-07-30,internet_speed,27,1
4984,2025-08-19,coverage,32,1
5623,2025-07-17,coverage,20,1
2365,2025-07-18,voice_call,13,1
7039,2025-09-22,voice_call,44,1
9181,2025-07-20,voice_call,16,1
2236,2025-08-09,voice_call,21,1
23877,2025-09-07,app_issue,18,1
14604,2025-08-06,coverage,29,1
20381,2025-09-28,voice_call,27,1
12228,2025-09-18,internet_speed,9,1
25173,2025-07-27,internet_speed,19,1
15932,2025-08-11,app_issue,22,1
25351,2025-09-09,wa_call_issue,16,0
7744,2025-09-30,internet_speed,24,0
15258,2025-08-16,coverage,26,1
20592,2025-08-03,internet_speed,17,1
7373,2025-09-08,internet_speed,17,1
9584,2025-08-06,coverage,12,1
27188,2025-09-16,wa_call_issue,13,1
17738,2025-09-21,coverage,37,1
14426,2025-08-17,handover,11,1
1606,2025-09-16,voice_call,0,1
13903,2025-08-30,handover,27,1
24251,2025-09-18,internet_speed,41,0
6777,2025-08-20,coverage,6,1
5583,2025-09-19,coverage,34,1
26396,2025-09-15,internet_speed,19,1
6894,2025-08-10,app_issue,17,0
23417,2025-08-19,coverage,21,1
8631,2025-09-16,sms_issue,37,1
14983,2025-08-17,wa_call_issue,14,0
6799,2025-09-22,coverage,17,1
2821,2025-09-20,internet_speed,26,1
27080,2025-09-24,coverage,30,0
5410,2025-07-23,billing,40,1
20618,2025-09-21,voice_call,42,1
12726,2025-08-08,voice_call,29,0
22349,2025-07-20,voice_call,20,1
15706,2025-07-16,coverage,13,1
24846,2025-07-16,voice_call,23,1
12712,2025-07-29,coverage,17,1
24810,2025-09-07,app_issue,13,1
3287,2025-09-06,internet_speed,32,0
26389,2025-08-11,internet_speed,12,1
2369,2025-07-20,coverage,35,0
17765,2025-07-31,internet_speed,31,1
28874,2025-09-06,internet_speed,35,1
18233,2025-07-13,sms_issue,13,1
20278,2025-08-26,sms_issue,23,1
27108,2025-09-07,internet_speed,30,1
28377,2025-08-10,voice_call,20,0
6339,2025-08-23,voice_call,25,1
29575,2025-09-27,coverage,31,1
14580,2025-08-19,coverage,21,1
20010,2025-09-05,voice_call,24,1
10564,2025-08-08,coverage,0,1
11027,2025-09-11,coverage,5,0
26809,2025-07-11,wa_call_issue,30,1
21248,2025-07-08,sms_issue,29,1
10031,2025-08-06,voice_call,34,0
21957,2025-08-15,voice_call,26,1
19690,2025-08-28,coverage,25,1
27250,2025-07-01,coverage,18,0
29893,2025-08-14,internet_speed,28,1
12696,2025-09-02,coverage,28,1
2915,2025-07-17,coverage,23,1
9248,2025-08-13,voice_call,8,1
28901,2025-07-21,internet_speed,11,1
3288,2025-09-24,voice_call,31,1
7247,2025-09-07,billing,39,0
24918,2025-08-07,billing,43,1
12373,2025-08-18,wa_call_issue,27,0
6427,2025-08-08,app_issue,22,1
21799,2025-09-25,handover,9,1
17084,2025-08-26,wa_call_issue,29,0
6632,2025-08-08,voice_call,31,1
1406,2025-07-19,billing,50,1
21282,2025-07-29,coverage,36,0
28522,2025-09-18,voice_call,44,1
9078,2025-08-21,internet_speed,29,1
16110,2025-07-13,sms_issue,29,1
3273,2025-08-26,billing,43,0
27627,2025-08-23,coverage,31,1
15470,2025-09-29,internet_speed,36,1
2086,2025-09-03,internet_speed,18,1
20496,2025-08-18,internet_speed,6,1
7520,2025-08-03,coverage,31,0
9571,2025-09-01,internet_speed,18,1
27456,2025-07-06,app_issue,19,1
26859,2025-08-21,coverage,22,1
8581,2025-07-19,internet_speed,48,1
16191,2025-09-30,internet_speed,17,0
17247,2025-07-13,wa_call_issue,21,0
8852,2025-09-16,wa_call_issue,12,0
4335,2025-08-26,voice_call,40,0
26839,2025-07-23,app_issue,16,0
14133,2025-07-03,coverage,30,1
13306,2025-08-16,internet_speed,28,1
165,2025-09-13,coverage,3,0
6636,2025-09-05,wa_call_issue,31,1
9806,2025-09-21,app_issue,40,1
7169,2025-07-08,sms_issue,0,1
4179,2025-07-31,coverage,5,1
19646,2025-08-20,internet_speed,25,0
18867,2025-09-12,voice_call,13,1
8068,2025-08-30,handover,27,0
28627,2025-07-20,billing,65,1
5892,2025-07-05,internet_speed,17,1
6258,2025-08-18,coverage,6,1
8286,2025-07-09,internet_speed,39,0
20293,2025-07-14,internet_speed,28,1
22925,2025-09-03,internet_speed,27,1
1391,2025-07-01,voice_call,16,1
16484,2025-09-28,app_issue,1,1
5228,2025-08-10,wa_call_issue,19,0
844,2025-08-17,voice_call,36,1
21201,2025-07-27,handover,25,0
3004,2025-09-27,internet_speed,18,1
23171,2025-08-15,app_issue,0,0
28376,2025-08-21,sms_issue,11,0
11516,2025-08-06,coverage,29,1
8947,2025-07-20,coverage,17,1
17063,2025-09-15,sms_issue,19,1
9775,2025-09-21,coverage,25,1
26025,2025-09-03,sms_issue,17,1
24715,2025-08-04,voice_call,21,1
29065,2025-07-09,internet_speed,24,0
29503,2025-08-28,internet_speed,23,1
24783,2025-09-30,internet_speed,22,1
4169,2025-09-27,wa_call_issue,39,1
1374,2025-09-13,internet_speed,20,1
20749,2025-07-23,voice_call,17,1
25852,2025-08-31,internet_speed,18,1
22747,2025-07-17,coverage,35,1
10125,2025-08-22,voice_call,45,0
19177,2025-08-26,handover,22,1
6862,2025-07-27,app_issue,46,1
2948,2025-07-18,voice_call,41,0
3603,2025-07-17,coverage,15,1
10801,2025-08-30,billing,41,1
28123,2025-08-17,wa_call_issue,1,0
14303,2025-08-09,voice_call,33,1
12894,2025-08-14,internet_speed,33,1
13544,2025-09-17,wa_call_issue,8,1
29036,2025-07-28,coverage,6,1
15497,2025-07-16,coverage,32,0
25054,2025-07-06,app_issue,15,0
4795,2025-09-15,app_issue,13,1
13379,2025-07-10,coverage,40,1
26301,2025-08-25,app_issue,10,1
5287,2025-08-06,app_issue,30,1
9305,2025-07-24,coverage,2,1
23941,2025-08-14,app_issue,23,0
362,2025-08-05,internet_speed,32,1
10302,2025-09-23,app_issue,20,1
4172,2025-09-15,internet_speed,20,1
20609,2025-07-20,billing,61,1
15088,2025-09-11,coverage,52,0
1336,2025-08-17,sms_issue,24,1
3753,2025-09-22,sms_issue,32,1
16007,2025-09-13,wa_call_issue,8,1
26027,2025-09-07,voice_call,26,0
18636,2025-08-29,wa_call_issue,29,1
3090,2025-07-30,internet_speed,42,1
6379,2025-09-08,coverage,41,1
3823,2025-09-23,handover,19,1
21729,2025-08-27,wa_call_issue,6,1
28288,2025-07-20,internet_speed,41,1
17577,2025-07-28,internet_speed,16,1
12926,2025-09-17,billing,41,1
25808,2025-07-05,coverage,20,1
15384,2025-07-17,app_issue,30,1
23442,2025-07-07,wa_call_issue,32,1
10016,2025-07-02,app_issue,35,0
3978,2025-09-30,internet_speed,38,1
14848,2025-07-31,coverage,37,1
9957,2025-09-16,coverage,46,1
5164,2025-09-05,coverage,6,1
17311,2025-09-15,internet_speed,10,0
24692,2025-09-24,internet_speed,47,0
7683,2025-07-19,voice_call,20,1
25856,2025-09-19,coverage,23,1
24052,2025-08-21,internet_speed,36,1
29306,2025-09-27,coverage,25,1
174,2025-08-24,handover,41,1
3896,2025-07-03,coverage,14,1
18593,2025-08-09,internet_speed,6,1
20641,2025-08-23,internet_speed,24,1
27287,2025-07-16,coverage,38,1
24935,2025-08-04,internet_speed,13,1
22719,2025-08-10,voice_call,15,1
28146,2025-08-08,wa_call_issue,20,0
27509,2025-08-30,internet_speed,6,1
29311,2025-09-22,voice_call,31,1
26055,2025-08-12,coverage,25,1
25193,2025-08-29,voice_call,30,1
2520,2025-07-15,coverage,37,1
12923,2025-08-04,billing,43,1
25234,2025-08-31,voice_call,23,1
14393,2025-07-22,internet_speed,0,1
16409,2025-07-06,internet_speed,9,1
8559,2025-08-29,app_issue,14,1
21403,2025-07-21,coverage,32,1
3824,2025-08-11,internet_speed,39,1
15887,2025-08-22,sms_issue,17,0
6813,2025-09-10,internet_speed,16,1
7010,2025-08-19,internet_speed,6,1
12457,2025-09-28,wa_call_issue,27,1
1222,2025-08-21,coverage,22,1
10107,2025-07-19,coverage,10,1
23991,2025-07-08,sms_issue,19,1
19964,2025-08-11,coverage,47,1
11524,2025-08-14,app_issue,35,0
26766,2025-07-28,wa_call_issue,18,1
2363,2025-07-27,coverage,14,1
9173,2025-07-05,wa_call_issue,18,1
12069,2025-09-20,app_issue,11,1
11776,2025-09-14,coverage,20,0
1062,2025-08-17,coverage,21,1
23504,2025-07-22,internet_speed,24,0
17433,2025-07-13,internet_speed,13,1
18747,2025-08-15,sms_issue,20,1
23400,2025-08-01,internet_speed,22,0
2286,2025-09-05,internet_speed,34,1
18826,2025-08-10,billing,35,1
9801,2025-08-06,sms_issue,31,1
22214,2025-09-28,coverage,22,1
27179,2025-08-21,wa_call_issue,29,1
16722,2025-07-23,voice_call,56,1
12095,2025-07-30,internet_speed,18,1
20760,2025-08-09,voice_call,41,1
17122,2025-09-02,coverage,35,1
2369,2025-09-02,internet_speed,35,1
21936,2025-07-02,voice_call,10,1
890,2025-08-13,internet_speed,32,1
17306,2025-07-10,internet_speed,28,0
23305,2025-08-16,coverage,14,1
8923,2025-08-09,internet_speed,14,1
22395,2025-09-12,voice_call,47,1
14250,2025-07-08,internet_speed,23,1
15666,2025-08-06,voice_call,25,1
27804,2025-09-17,coverage,20,1
22551,2025-09-23,sms_issue,13,1
5257,2025-08-26,billing,59,1
2398,2025-09-23,billing,34,1
5319,2025-09-04,voice_call,18,1
16818,2025-09-09,coverage,18,1
23685,2025-08-11,billing,64,1
22078,2025-07-13,internet_speed,25,1
7584,2025-07-22,wa_call_issue,16,1
22231,2025-07-23,internet_speed,27,1
22212,2025-08-25,coverage,48,0
4043,2025-09-06,billing,34,1
5794,2025-08-12,internet_speed,20,1
26020,2025-09-12,sms_issue,26,1
20026,2025-09-08,app_issue,43,0
